Criado como novo conjunto de dados;"0307_DANIEL.spp","61205.0 Secs"
cm-1;Abs
10000.000000;0.544611
9999.000000;0.543767
9998.000000;0.542924
9997.000000;0.542083
9996.000000;0.541245
9995.000000;0.540406
9994.000000;0.539572
9993.000000;0.538734
9992.000000;0.537908
9991.000000;0.537065
9990.000000;0.536259
9989.000000;0.535324
9988.000000;0.534369
9987.000000;0.533730
9986.000000;0.533329
9985.000000;0.532831
9984.000000;0.531930
9983.000000;0.530713
9982.000000;0.529563
9981.000000;0.528779
9980.000000;0.528318
9979.000000;0.527916
9978.000000;0.527393
9977.000000;0.526747
9976.000000;0.526012
9975.000000;0.525147
9974.000000;0.524118
9973.000000;0.523006
9972.000000;0.521978
9971.000000;0.521172
9970.000000;0.520619
9969.000000;0.520267
9968.000000;0.519976
9967.000000;0.519531
9966.000000;0.518718
9965.000000;0.517509
9964.000000;0.516159
9963.000000;0.515034
9962.000000;0.514295
9961.000000;0.513770
9960.000000;0.513170
9959.000000;0.512385
9958.000000;0.511506
9957.000000;0.510605
9956.000000;0.509625
9955.000000;0.508503
9954.000000;0.507319
9953.000000;0.506221
9952.000000;0.505283
9951.000000;0.504486
9950.000000;0.503784
9949.000000;0.503107
9948.000000;0.502335
9947.000000;0.501374
9946.000000;0.500269
9945.000000;0.499165
9944.000000;0.498160
9943.000000;0.497240
9942.000000;0.496370
9941.000000;0.495569
9940.000000;0.494859
9939.000000;0.494226
9938.000000;0.493662
9937.000000;0.493186
9936.000000;0.492753
9935.000000;0.492202
9934.000000;0.491346
9933.000000;0.490153
9932.000000;0.488787
9931.000000;0.487491
9930.000000;0.486439
9929.000000;0.485658
9928.000000;0.485042
9927.000000;0.484424
9926.000000;0.483689
9925.000000;0.482821
9924.000000;0.481847
9923.000000;0.480747
9922.000000;0.479486
9921.000000;0.478127
9920.000000;0.476864
9919.000000;0.475890
9918.000000;0.475216
9917.000000;0.474635
9916.000000;0.473896
9915.000000;0.472915
9914.000000;0.471836
9913.000000;0.470882
9912.000000;0.470137
9911.000000;0.469468
9910.000000;0.468675
9909.000000;0.467704
9908.000000;0.466703
9907.000000;0.465853
9906.000000;0.465163
9905.000000;0.464456
9904.000000;0.463539
9903.000000;0.462382
9902.000000;0.461113
9901.000000;0.459887
9900.000000;0.458780
9899.000000;0.457786
9898.000000;0.456865
9897.000000;0.455978
9896.000000;0.455078
9895.000000;0.454126
9894.000000;0.453129
9893.000000;0.452139
9892.000000;0.451200
9891.000000;0.450304
9890.000000;0.449427
9889.000000;0.448584
9888.000000;0.447811
9887.000000;0.447086
9886.000000;0.446286
9885.000000;0.445259
9884.000000;0.443980
9883.000000;0.442627
9882.000000;0.441485
9881.000000;0.440707
9880.000000;0.440117
9879.000000;0.439302
9878.000000;0.437991
9877.000000;0.436373
9876.000000;0.434966
9875.000000;0.434126
9874.000000;0.433725
9873.000000;0.433308
9872.000000;0.432515
9871.000000;0.431309
9870.000000;0.429908
9869.000000;0.428596
9868.000000;0.427551
9867.000000;0.426743
9866.000000;0.425965
9865.000000;0.425024
9864.000000;0.423911
9863.000000;0.422736
9862.000000;0.421548
9861.000000;0.420320
9860.000000;0.419079
9859.000000;0.417921
9858.000000;0.416867
9857.000000;0.415834
9856.000000;0.414795
9855.000000;0.413832
9854.000000;0.412954
9853.000000;0.411984
9852.000000;0.410760
9851.000000;0.409368
9850.000000;0.408062
9849.000000;0.406982
9848.000000;0.406066
9847.000000;0.405211
9846.000000;0.404380
9845.000000;0.403556
9844.000000;0.402681
9843.000000;0.401673
9842.000000;0.400463
9841.000000;0.399031
9840.000000;0.397468
9839.000000;0.395973
9838.000000;0.394694
9837.000000;0.393601
9836.000000;0.392571
9835.000000;0.391563
9834.000000;0.390610
9833.000000;0.389703
9832.000000;0.388791
9831.000000;0.387888
9830.000000;0.387030
9829.000000;0.386123
9828.000000;0.384976
9827.000000;0.383537
9826.000000;0.381989
9825.000000;0.380548
9824.000000;0.379291
9823.000000;0.378189
9822.000000;0.377179
9821.000000;0.376137
9820.000000;0.374930
9819.000000;0.373606
9818.000000;0.372413
9817.000000;0.371507
9816.000000;0.370698
9815.000000;0.369627
9814.000000;0.368147
9813.000000;0.366439
9812.000000;0.364810
9811.000000;0.363498
9810.000000;0.362606
9809.000000;0.362031
9808.000000;0.361443
9807.000000;0.360499
9806.000000;0.359182
9805.000000;0.357806
9804.000000;0.356652
9803.000000;0.355676
9802.000000;0.354625
9801.000000;0.353351
9800.000000;0.351901
9799.000000;0.350385
9798.000000;0.348868
9797.000000;0.347391
9796.000000;0.346008
9795.000000;0.344740
