Criado como novo conjunto de dados;"0307_DANIEL.spp","30603.6 Secs"
cm-1;Abs
10000.000000;1.124141
9999.000000;1.122216
9998.000000;1.120832
9997.000000;1.119965
9996.000000;1.119405
9995.000000;1.118919
9994.000000;1.118088
9993.000000;1.116693
9992.000000;1.114927
9991.000000;1.113379
9990.000000;1.112458
9989.000000;1.112025
9988.000000;1.111607
9987.000000;1.110899
9986.000000;1.109912
9985.000000;1.108728
9984.000000;1.107356
9983.000000;1.105852
9982.000000;1.104386
9981.000000;1.103114
9980.000000;1.102034
9979.000000;1.100970
9978.000000;1.099686
9977.000000;1.098080
9976.000000;1.096374
9975.000000;1.095040
9974.000000;1.094337
9973.000000;1.093895
9972.000000;1.092961
9971.000000;1.091156
9970.000000;1.088885
9969.000000;1.086921
9968.000000;1.085692
9967.000000;1.085003
9966.000000;1.084325
9965.000000;1.083253
9964.000000;1.081767
9963.000000;1.080152
9962.000000;1.078673
9961.000000;1.077349
9960.000000;1.076064
9959.000000;1.074819
9958.000000;1.073772
9957.000000;1.073052
9956.000000;1.072625
9955.000000;1.072311
9954.000000;1.071795
9953.000000;1.070707
9952.000000;1.068941
9951.000000;1.066899
9950.000000;1.065200
9949.000000;1.064054
9948.000000;1.063118
9947.000000;1.062000
9946.000000;1.060652
9945.000000;1.059211
9944.000000;1.057702
9943.000000;1.056125
9942.000000;1.054583
9941.000000;1.053120
9940.000000;1.051640
9939.000000;1.050230
9938.000000;1.049322
9937.000000;1.049180
9936.000000;1.049310
9935.000000;1.048807
9934.000000;1.047329
9933.000000;1.045421
9932.000000;1.043791
9931.000000;1.042569
9930.000000;1.041375
9929.000000;1.039869
9928.000000;1.038031
9927.000000;1.036072
9926.000000;1.034231
9925.000000;1.032602
9924.000000;1.031071
9923.000000;1.029486
9922.000000;1.027912
9921.000000;1.026579
9920.000000;1.025545
9919.000000;1.024565
9918.000000;1.023408
9917.000000;1.022155
9916.000000;1.021051
9915.000000;1.020139
9914.000000;1.019159
9913.000000;1.017798
9912.000000;1.015938
9911.000000;1.013734
9910.000000;1.011560
9909.000000;1.009826
9908.000000;1.008697
9907.000000;1.007944
9906.000000;1.007127
9905.000000;1.005969
9904.000000;1.004557
9903.000000;1.003214
9902.000000;1.002195
9901.000000;1.001453
9900.000000;1.000678
9899.000000;0.999592
9898.000000;0.998222
9897.000000;0.996830
9896.000000;0.995545
9895.000000;0.994187
9894.000000;0.992533
9893.000000;0.990654
9892.000000;0.988833
9891.000000;0.987195
9890.000000;0.985582
9889.000000;0.983864
9888.000000;0.982252
9887.000000;0.981150
9886.000000;0.980687
9885.000000;0.980475
9884.000000;0.979895
9883.000000;0.978627
9882.000000;0.976871
9881.000000;0.975085
9880.000000;0.973600
9879.000000;0.972433
9878.000000;0.971317
9877.000000;0.969850
9876.000000;0.967779
9875.000000;0.965321
9874.000000;0.963124
9873.000000;0.961678
9872.000000;0.960812
9871.000000;0.959886
9870.000000;0.958498
9869.000000;0.956836
9868.000000;0.955320
9867.000000;0.954113
9866.000000;0.953050
9865.000000;0.951864
9864.000000;0.950352
9863.000000;0.948496
9862.000000;0.946546
9861.000000;0.944876
9860.000000;0.943626
9859.000000;0.942578
9858.000000;0.941461
9857.000000;0.940241
9856.000000;0.938965
9855.000000;0.937506
9854.000000;0.935712
9853.000000;0.933749
9852.000000;0.932059
9851.000000;0.930937
9850.000000;0.930247
9849.000000;0.929525
9848.000000;0.928270
9847.000000;0.926256
9846.000000;0.923762
9845.000000;0.921431
9844.000000;0.919731
9843.000000;0.918568
9842.000000;0.917547
9841.000000;0.916490
9840.000000;0.915468
9839.000000;0.914409
9838.000000;0.913056
9837.000000;0.911358
9836.000000;0.909584
9835.000000;0.907938
9834.000000;0.906333
9833.000000;0.904688
9832.000000;0.903113
9831.000000;0.901611
9830.000000;0.899885
9829.000000;0.897732
9828.000000;0.895454
9827.000000;0.893524
9826.000000;0.891978
9825.000000;0.890469
9824.000000;0.888840
9823.000000;0.887302
9822.000000;0.886008
9821.000000;0.884771
9820.000000;0.883304
9819.000000;0.881568
9818.000000;0.879785
9817.000000;0.878253
9816.000000;0.877185
9815.000000;0.876579
9814.000000;0.876115
9813.000000;0.875310
9812.000000;0.873890
9811.000000;0.871990
9810.000000;0.869976
9809.000000;0.868130
9808.000000;0.866475
9807.000000;0.864801
9806.000000;0.862876
9805.000000;0.860734
9804.000000;0.858742
9803.000000;0.857222
9802.000000;0.856020
9801.000000;0.854664
9800.000000;0.852964
9799.000000;0.851236
9798.000000;0.849850
9797.000000;0.848761
9796.000000;0.847602
9795.000000;0.846105
9794.000000;0.844285
9793.000000;0.842368
9792.000000;0.840657
9791.000000;0.839324
9790.000000;0.838172
9789.000000;0.836748
9788.000000;0.834871
9787.000000;0.832908
9786.000000;0.831301
9785.000000;0.829919
9784.000000;0.828194
9783.000000;0.825888
9782.000000;0.823425
9781.000000;0.821343
9780.000000;0.819660
9779.000000;0.817960
9778.000000;0.815957
9777.000000;0.813772
9776.000000;0.811710
9775.000000;0.809935
9774.000000;0.808418
9773.000000;0.807079
9772.000000;0.805923
9771.000000;0.804991
9770.000000;0.804188
9769.000000;0.803231
9768.000000;0.801829
9767.000000;0.799947
9766.000000;0.797824
9765.000000;0.795728
9764.000000;0.793746
9763.000000;0.791839
9762.000000;0.790014
9761.000000;0.788370
9760.000000;0.786977
9759.000000;0.785772
9758.000000;0.784571
9757.000000;0.783184
9756.000000;0.781547
9755.000000;0.779737
9754.000000;0.777861
9753.000000;0.775962
9752.000000;0.774031
9751.000000;0.772057
9750.000000;0.769987
9749.000000;0.767752
9748.000000;0.765451
9747.000000;0.763442
9746.000000;0.762042
9745.000000;0.761100
9744.000000;0.760039
9743.000000;0.758397
9742.000000;0.756250
9741.000000;0.754014
9740.000000;0.752002
9739.000000;0.750283
9738.000000;0.748804
9737.000000;0.747465
9736.000000;0.746092
9735.000000;0.744532
9734.000000;0.742795
9733.000000;0.740973
9732.000000;0.739041
9731.000000;0.736853
9730.000000;0.734379
9729.000000;0.731814
9728.000000;0.729400
9727.000000;0.727250
9726.000000;0.725389
9725.000000;0.723839
9724.000000;0.722537
9723.000000;0.721216
9722.000000;0.719550
9721.000000;0.717464
9720.000000;0.715251
9719.000000;0.713280
9718.000000;0.711593
9717.000000;0.709843
9716.000000;0.707681
9715.000000;0.705182
9714.000000;0.702807
9713.000000;0.700938
9712.000000;0.699497
9711.000000;0.698066
9710.000000;0.696303
9709.000000;0.694194
9708.000000;0.691978
9707.000000;0.689919
9706.000000;0.688153
9705.000000;0.686605
9704.000000;0.685018
9703.000000;0.683135
9702.000000;0.680924
9701.000000;0.678597
9700.000000;0.676386
9699.000000;0.674367
9698.000000;0.672497
9697.000000;0.670737
9696.000000;0.669046
9695.000000;0.667298
9694.000000;0.665320
9693.000000;0.663065
9692.000000;0.660721
9691.000000;0.658578
9690.000000;0.656770
9689.000000;0.655156
9688.000000;0.653461
9687.000000;0.651533
9686.000000;0.649435
9685.000000;0.647298
9684.000000;0.645160
9683.000000;0.642987
9682.000000;0.640773
9681.000000;0.638554
9680.000000;0.636342
9679.000000;0.634138
9678.000000;0.631975
9677.000000;0.629892
9676.000000;0.627875
9675.000000;0.625887
9674.000000;0.623936
9673.000000;0.622037
9672.000000;0.620135
9671.000000;0.618158
9670.000000;0.616151
9669.000000;0.614234
9668.000000;0.612423
9667.000000;0.610618
9666.000000;0.608763
9665.000000;0.606856
9664.000000;0.604802
9663.000000;0.602447
9662.000000;0.599879
9661.000000;0.597482
9660.000000;0.595533
9659.000000;0.593871
9658.000000;0.592122
9657.000000;0.590118
9656.000000;0.587918
9655.000000;0.585549
9654.000000;0.583014
9653.000000;0.580492
9652.000000;0.578235
9651.000000;0.576240
9650.000000;0.574227
9649.000000;0.572028
9648.000000;0.569785
9647.000000;0.567709
9646.000000;0.565807
9645.000000;0.563952
9644.000000;0.562046
9643.000000;0.560023
9642.000000;0.557828
9641.000000;0.555531
9640.000000;0.553328
9639.000000;0.551298
9638.000000;0.549247
9637.000000;0.546935
9636.000000;0.544385
9635.000000;0.541846
9634.000000;0.539527
9633.000000;0.537474
9632.000000;0.535631
9631.000000;0.533858
9630.000000;0.531933
9629.000000;0.529719
9628.000000;0.527325
9627.000000;0.525000
9626.000000;0.522849
9625.000000;0.520757
9624.000000;0.518571
9623.000000;0.516237
9622.000000;0.513779
9621.000000;0.511252
9620.000000;0.508749
9619.000000;0.506323
9618.000000;0.503877
9617.000000;0.501269
9616.000000;0.498575
9615.000000;0.496114
9614.000000;0.494094
9613.000000;0.492326
9612.000000;0.490416
9611.000000;0.488180
9610.000000;0.485716
9609.000000;0.483098
9608.000000;0.480246
9607.000000;0.477207
9606.000000;0.474375
9605.000000;0.472191
9604.000000;0.470623
9603.000000;0.469129
9602.000000;0.467203
9601.000000;0.464843
9600.000000;0.462403
9599.000000;0.460130
9598.000000;0.457996
9597.000000;0.455879
9596.000000;0.453700
9595.000000;0.451389
9594.000000;0.448903
9593.000000;0.446339
9592.000000;0.443893
9591.000000;0.441633
9590.000000;0.439414
9589.000000;0.437058
9588.000000;0.434564
9587.000000;0.432105
9586.000000;0.429897
9585.000000;0.428060
9584.000000;0.426459
9583.000000;0.424656
9582.000000;0.422204
9581.000000;0.419119
9580.000000;0.415939
9579.000000;0.413197
9578.000000;0.410947
9577.000000;0.408867
9576.000000;0.406685
9575.000000;0.404331
9574.000000;0.401816
9573.000000;0.399198
9572.000000;0.396640
9571.000000;0.394298
9570.000000;0.392126
9569.000000;0.389931
9568.000000;0.387627
9567.000000;0.385294
9566.000000;0.383013
9565.000000;0.380788
9564.000000;0.378631
9563.000000;0.376564
9562.000000;0.374499
9561.000000;0.372301
9560.000000;0.369980
9559.000000;0.367676
9558.000000;0.365406
9557.000000;0.363019
9556.000000;0.360508
9555.000000;0.358166
9554.000000;0.356238
9553.000000;0.354523
9552.000000;0.352525
9551.000000;0.349998
9550.000000;0.347188
9549.000000;0.344478
9548.000000;0.341938
9547.000000;0.339337
9546.000000;0.336563
9545.000000;0.333874
9544.000000;0.331628
9543.000000;0.329827
9542.000000;0.328070
9541.000000;0.325999
9540.000000;0.323632
9539.000000;0.321148
9538.000000;0.318544
9537.000000;0.315763
9536.000000;0.313081
9535.000000;0.310991
9534.000000;0.309599
9533.000000;0.308383
9532.000000;0.306736
9531.000000;0.304590
9530.000000;0.302322
9529.000000;0.300201
9528.000000;0.298195
9527.000000;0.296230
9526.000000;0.294359
9525.000000;0.292606
9524.000000;0.290844
9523.000000;0.288924
9522.000000;0.286864
9521.000000;0.284795
9520.000000;0.282774
9519.000000;0.280698
9518.000000;0.278436
9517.000000;0.276030
9516.000000;0.273739
9515.000000;0.271792
9514.000000;0.270101
9513.000000;0.268314
9512.000000;0.266224
9511.000000;0.263994
9510.000000;0.261889
9509.000000;0.259919
9508.000000;0.257943
9507.000000;0.256023
9506.000000;0.254391
9505.000000;0.253029
9504.000000;0.251574
9503.000000;0.249767
9502.000000;0.247822
9501.000000;0.246138
9500.000000;0.244780
9499.000000;0.243458
9498.000000;0.241953
9497.000000;0.240348
9496.000000;0.238806
9495.000000;0.237317
9494.000000;0.235767
9493.000000;0.234152
9492.000000;0.232617
9491.000000;0.231338
9490.000000;0.230385
9489.000000;0.229652
9488.000000;0.228864
9487.000000;0.227716
9486.000000;0.226103
9485.000000;0.224227
9484.000000;0.222415
9483.000000;0.220854
9482.000000;0.219518
9481.000000;0.218289
9480.000000;0.217078
9479.000000;0.215857
9478.000000;0.214663
9477.000000;0.213559
9476.000000;0.212539
9475.000000;0.211479
9474.000000;0.210279
9473.000000;0.209043
9472.000000;0.208031
9471.000000;0.207384
9470.000000;0.206973
9469.000000;0.206534
9468.000000;0.205870
9467.000000;0.204896
9466.000000;0.203644
9465.000000;0.202316
9464.000000;0.201225
9463.000000;0.200545
9462.000000;0.200144
9461.000000;0.199768
9460.000000;0.199300
9459.000000;0.198770
9458.000000;0.198156
9457.000000;0.197398
9456.000000;0.196568
9455.000000;0.195885
9454.000000;0.195503
9453.000000;0.195385
9452.000000;0.195366
9451.000000;0.195252
9450.000000;0.194877
9449.000000;0.194247
9448.000000;0.193646
9447.000000;0.193427
9446.000000;0.193640
9445.000000;0.193995
9444.000000;0.194219
9443.000000;0.194254
9442.000000;0.194095
9441.000000;0.193688
9440.000000;0.193159
9439.000000;0.192894
9438.000000;0.193129
9437.000000;0.193595
9436.000000;0.193799
9435.000000;0.193592
9434.000000;0.193268
9433.000000;0.193158
9432.000000;0.193371
9431.000000;0.193880
9430.000000;0.194578
9429.000000;0.195207
9428.000000;0.195470
9427.000000;0.195357
9426.000000;0.195226
9425.000000;0.195451
9424.000000;0.196043
9423.000000;0.196670
9422.000000;0.197011
9421.000000;0.197049
9420.000000;0.197093
9419.000000;0.197518
9418.000000;0.198401
9417.000000;0.199440
9416.000000;0.200303
9415.000000;0.200986
9414.000000;0.201684
9413.000000;0.202374
9412.000000;0.202805
9411.000000;0.202951
9410.000000;0.203185
9409.000000;0.203827
9408.000000;0.204724
9407.000000;0.205496
9406.000000;0.206048
9405.000000;0.206629
9404.000000;0.207449
9403.000000;0.208487
9402.000000;0.209655
9401.000000;0.210932
9400.000000;0.212237
9399.000000;0.213353
9398.000000;0.214107
