Criado como novo conjunto de dados;"0307_DANIEL.spp","6482.1 Secs"
cm-1;Abs
10000.000000;0.269395
9999.000000;0.268384
9998.000000;0.267443
9997.000000;0.266461
9996.000000;0.265339
9995.000000;0.264132
9994.000000;0.262916
9993.000000;0.261720
9992.000000;0.260580
9991.000000;0.259569
9990.000000;0.258669
9989.000000;0.257752
9988.000000;0.256738
9987.000000;0.255699
9986.000000;0.254713
9985.000000;0.253744
9984.000000;0.252698
9983.000000;0.251521
9982.000000;0.250204
9981.000000;0.248814
9980.000000;0.247530
9979.000000;0.246511
9978.000000;0.245657
9977.000000;0.244657
9976.000000;0.243345
9975.000000;0.241911
9974.000000;0.240653
9973.000000;0.239651
9972.000000;0.238757
9971.000000;0.237795
9970.000000;0.236679
9969.000000;0.235424
9968.000000;0.234146
9967.000000;0.232990
9966.000000;0.231980
9965.000000;0.231002
9964.000000;0.229954
9963.000000;0.228846
9962.000000;0.227704
9961.000000;0.226499
9960.000000;0.225228
9959.000000;0.223975
9958.000000;0.222797
9957.000000;0.221639
9956.000000;0.220429
9955.000000;0.219193
9954.000000;0.218024
9953.000000;0.216972
9952.000000;0.216022
9951.000000;0.215108
9950.000000;0.214121
9949.000000;0.212983
9948.000000;0.211740
9947.000000;0.210513
9946.000000;0.209347
9945.000000;0.208178
9944.000000;0.206966
9943.000000;0.205745
9942.000000;0.204537
9941.000000;0.203313
9940.000000;0.202087
9939.000000;0.200920
9938.000000;0.199798
9937.000000;0.198619
9936.000000;0.197360
9935.000000;0.196144
9934.000000;0.195069
9933.000000;0.194067
9932.000000;0.193009
9931.000000;0.191855
9930.000000;0.190634
9929.000000;0.189356
9928.000000;0.188041
9927.000000;0.186765
9926.000000;0.185599
9925.000000;0.184525
9924.000000;0.183453
9923.000000;0.182292
9922.000000;0.181007
9921.000000;0.179655
9920.000000;0.178360
9919.000000;0.177179
9918.000000;0.175983
9917.000000;0.174604
9916.000000;0.173098
9915.000000;0.171742
9914.000000;0.170706
9913.000000;0.169833
9912.000000;0.168851
9911.000000;0.167689
9910.000000;0.166479
9909.000000;0.165303
9908.000000;0.164082
9907.000000;0.162721
9906.000000;0.161259
9905.000000;0.159840
9904.000000;0.158564
9903.000000;0.157404
9902.000000;0.156262
9901.000000;0.155082
9900.000000;0.153876
9899.000000;0.152661
9898.000000;0.151420
9897.000000;0.150155
9896.000000;0.148903
9895.000000;0.147651
9894.000000;0.146296
9893.000000;0.144794
9892.000000;0.143282
9891.000000;0.141935
9890.000000;0.140742
9889.000000;0.139534
9888.000000;0.138231
9887.000000;0.136924
9886.000000;0.135710
9885.000000;0.134558
9884.000000;0.133370
9883.000000;0.132096
9882.000000;0.130759
9881.000000;0.129428
9880.000000;0.128156
9879.000000;0.126912
9878.000000;0.125588
9877.000000;0.124141
9876.000000;0.122678
9875.000000;0.121318
9874.000000;0.120023
9873.000000;0.118677
9872.000000;0.117279
9871.000000;0.115927
9870.000000;0.114657
9869.000000;0.113428
9868.000000;0.112240
9867.000000;0.111112
9866.000000;0.109952
9865.000000;0.108632
9864.000000;0.107187
9863.000000;0.105798
9862.000000;0.104550
9861.000000;0.103345
9860.000000;0.102080
9859.000000;0.100745
9858.000000;0.099332
9857.000000;0.097815
9856.000000;0.096273
9855.000000;0.094870
9854.000000;0.093646
9853.000000;0.092443
9852.000000;0.091121
9851.000000;0.089714
9850.000000;0.088326
9849.000000;0.086977
9848.000000;0.085625
9847.000000;0.084252
9846.000000;0.082861
9845.000000;0.081443
9844.000000;0.080003
9843.000000;0.078537
9842.000000;0.077003
9841.000000;0.075394
9840.000000;0.073858
9839.000000;0.072586
9838.000000;0.071550
9837.000000;0.070472
9836.000000;0.069141
9835.000000;0.067618
9834.000000;0.066089
9833.000000;0.064626
9832.000000;0.063197
9831.000000;0.061789
9830.000000;0.060393
9829.000000;0.058949
9828.000000;0.057412
9827.000000;0.055847
9826.000000;0.054366
9825.000000;0.052988
9824.000000;0.051625
9823.000000;0.050201
9822.000000;0.048742
9821.000000;0.047338
9820.000000;0.046049
9819.000000;0.044833
9818.000000;0.043572
9817.000000;0.042179
9816.000000;0.040670
9815.000000;0.039116
9814.000000;0.037560
9813.000000;0.036025
9812.000000;0.034549
9811.000000;0.033137
9810.000000;0.031695
9809.000000;0.030118
9808.000000;0.028427
9807.000000;0.026744
9806.000000;0.025153
9805.000000;0.023654
9804.000000;0.022232
9803.000000;0.020866
9802.000000;0.019494
9801.000000;0.018059
9800.000000;0.016587
9799.000000;0.015126
9798.000000;0.013649
9797.000000;0.012109
9796.000000;0.010548
9795.000000;0.009044
9794.000000;0.007570
9793.000000;0.006039
9792.000000;0.004449
9791.000000;0.002861
9790.000000;0.001259
9789.000000;-0.000425
9788.000000;-0.002150
9787.000000;-0.003803
9786.000000;-0.005368
9785.000000;-0.006926
9784.000000;-0.008484
9783.000000;-0.009969
9782.000000;-0.011419
9781.000000;-0.012985
9780.000000;-0.014684
9779.000000;-0.016333
9778.000000;-0.017795
9777.000000;-0.019149
9776.000000;-0.020542
9775.000000;-0.021999
9774.000000;-0.023479
9773.000000;-0.024989
9772.000000;-0.026550
9771.000000;-0.028138
9770.000000;-0.029746
9769.000000;-0.031420
9768.000000;-0.033172
9767.000000;-0.034933
9766.000000;-0.036650
9765.000000;-0.038353
9764.000000;-0.040053
9763.000000;-0.041685
9762.000000;-0.043210
9761.000000;-0.044707
9760.000000;-0.046291
9759.000000;-0.047996
9758.000000;-0.049777
9757.000000;-0.051562
9756.000000;-0.053267
9755.000000;-0.054841
9754.000000;-0.056333
9753.000000;-0.057867
9752.000000;-0.059519
9751.000000;-0.061272
9750.000000;-0.063087
9749.000000;-0.064917
9748.000000;-0.066662
9747.000000;-0.068225
9746.000000;-0.069673
9745.000000;-0.071209
9744.000000;-0.072943
9743.000000;-0.074768
9742.000000;-0.076529
9741.000000;-0.078220
9740.000000;-0.079939
9739.000000;-0.081728
9738.000000;-0.083525
9737.000000;-0.085239
9736.000000;-0.086813
9735.000000;-0.088268
9734.000000;-0.089710
9733.000000;-0.091245
9732.000000;-0.092875
9731.000000;-0.094535
9730.000000;-0.096228
9729.000000;-0.098035
9728.000000;-0.099979
9727.000000;-0.101965
9726.000000;-0.103900
9725.000000;-0.105767
9724.000000;-0.107574
9723.000000;-0.109299
9722.000000;-0.110960
9721.000000;-0.112632
9720.000000;-0.114366
9719.000000;-0.116138
9718.000000;-0.117922
9717.000000;-0.119725
9716.000000;-0.121538
9715.000000;-0.123326
9714.000000;-0.125099
9713.000000;-0.126912
9712.000000;-0.128761
9711.000000;-0.130561
9710.000000;-0.132273
9709.000000;-0.133970
9708.000000;-0.135741
9707.000000;-0.137587
9706.000000;-0.139467
9705.000000;-0.141357
9704.000000;-0.143233
9703.000000;-0.145061
9702.000000;-0.146855
9701.000000;-0.148694
9700.000000;-0.150629
9699.000000;-0.152624
9698.000000;-0.154603
9697.000000;-0.156510
9696.000000;-0.158301
9695.000000;-0.159978
9694.000000;-0.161644
9693.000000;-0.163433
9692.000000;-0.165359
9691.000000;-0.167291
9690.000000;-0.169126
9689.000000;-0.170903
9688.000000;-0.172712
9687.000000;-0.174591
9686.000000;-0.176556
9685.000000;-0.178627
9684.000000;-0.180753
9683.000000;-0.182794
9682.000000;-0.184648
9681.000000;-0.186373
9680.000000;-0.188114
9679.000000;-0.189944
9678.000000;-0.191836
9677.000000;-0.193727
9676.000000;-0.195587
9675.000000;-0.197440
9674.000000;-0.199371
9673.000000;-0.201452
9672.000000;-0.203638
9671.000000;-0.205782
9670.000000;-0.207781
9669.000000;-0.209662
9668.000000;-0.211515
9667.000000;-0.213397
9666.000000;-0.215340
9665.000000;-0.217377
9664.000000;-0.219500
9663.000000;-0.221642
9662.000000;-0.223741
9661.000000;-0.225798
9660.000000;-0.227822
9659.000000;-0.229785
9658.000000;-0.231688
9657.000000;-0.233612
9656.000000;-0.235652
9655.000000;-0.237791
9654.000000;-0.239894
9653.000000;-0.241840
9652.000000;-0.243650
9651.000000;-0.245484
9650.000000;-0.247512
9649.000000;-0.249761
9648.000000;-0.252086
9647.000000;-0.254301
9646.000000;-0.256350
9645.000000;-0.258320
9644.000000;-0.260305
9643.000000;-0.262320
9642.000000;-0.264354
9641.000000;-0.266427
9640.000000;-0.268572
9639.000000;-0.270765
9638.000000;-0.272928
9637.000000;-0.275008
9636.000000;-0.277025
9635.000000;-0.279047
9634.000000;-0.281117
9633.000000;-0.283211
9632.000000;-0.285283
9631.000000;-0.287337
9630.000000;-0.289416
9629.000000;-0.291530
9628.000000;-0.293658
9627.000000;-0.295819
9626.000000;-0.298069
9625.000000;-0.300376
9624.000000;-0.302604
9623.000000;-0.304682
9622.000000;-0.306728
9621.000000;-0.308902
9620.000000;-0.311196
9619.000000;-0.313477
9618.000000;-0.315699
9617.000000;-0.317934
9616.000000;-0.320203
9615.000000;-0.322406
9614.000000;-0.324470
9613.000000;-0.326458
9612.000000;-0.328491
9611.000000;-0.330629
9610.000000;-0.332843
9609.000000;-0.335059
9608.000000;-0.337207
9607.000000;-0.339275
9606.000000;-0.341346
9605.000000;-0.343528
9604.000000;-0.345849
9603.000000;-0.348248
9602.000000;-0.350654
9601.000000;-0.353035
9600.000000;-0.355353
9599.000000;-0.357556
9598.000000;-0.359636
9597.000000;-0.361653
9596.000000;-0.363686
9595.000000;-0.365774
9594.000000;-0.367911
9593.000000;-0.370070
9592.000000;-0.372247
9591.000000;-0.374481
9590.000000;-0.376809
9589.000000;-0.379182
9588.000000;-0.381475
9587.000000;-0.383639
9586.000000;-0.385787
9585.000000;-0.388056
9584.000000;-0.390443
9583.000000;-0.392826
9582.000000;-0.395129
9581.000000;-0.397371
9580.000000;-0.399586
9579.000000;-0.401781
9578.000000;-0.403978
9577.000000;-0.406214
9576.000000;-0.408503
9575.000000;-0.410831
9574.000000;-0.413180
9573.000000;-0.415521
9572.000000;-0.417783
9571.000000;-0.419918
9570.000000;-0.421984
9569.000000;-0.424116
9568.000000;-0.426409
9567.000000;-0.428828
9566.000000;-0.431239
9565.000000;-0.433499
9564.000000;-0.435569
9563.000000;-0.437579
9562.000000;-0.439720
9561.000000;-0.442030
9560.000000;-0.444351
9559.000000;-0.446534
9558.000000;-0.448611
9557.000000;-0.450709
9556.000000;-0.452874
9555.000000;-0.455080
9554.000000;-0.457336
9553.000000;-0.459666
9552.000000;-0.462028
9551.000000;-0.464351
9550.000000;-0.466623
9549.000000;-0.468849
9548.000000;-0.470995
9547.000000;-0.473048
9546.000000;-0.475090
9545.000000;-0.477183
9544.000000;-0.479245
9543.000000;-0.481184
9542.000000;-0.483093
9541.000000;-0.485160
9540.000000;-0.487408
9539.000000;-0.489672
9538.000000;-0.491851
9537.000000;-0.494013
9536.000000;-0.496230
9535.000000;-0.498465
9534.000000;-0.500650
9533.000000;-0.502778
9532.000000;-0.504849
9531.000000;-0.506842
9530.000000;-0.508774
9529.000000;-0.510691
9528.000000;-0.512581
9527.000000;-0.514375
9526.000000;-0.516093
9525.000000;-0.517891
9524.000000;-0.519896
9523.000000;-0.522066
9522.000000;-0.524244
9521.000000;-0.526302
9520.000000;-0.528206
9519.000000;-0.530004
9518.000000;-0.531791
9517.000000;-0.533624
9516.000000;-0.535455
9515.000000;-0.537177
9514.000000;-0.538778
9513.000000;-0.540376
9512.000000;-0.542093
9511.000000;-0.543940
9510.000000;-0.545846
9509.000000;-0.547751
9508.000000;-0.549638
