Criado como novo conjunto de dados;"0307_DANIEL.spp","21243.1 Secs"
cm-1;Abs
10000.000000;1.031519
9999.000000;1.030957
9998.000000;1.030701
9997.000000;1.030185
9996.000000;1.029229
9995.000000;1.028058
9994.000000;1.026975
9993.000000;1.026057
9992.000000;1.025192
9991.000000;1.024320
9990.000000;1.023488
9989.000000;1.022634
9988.000000;1.021507
9987.000000;1.019933
9986.000000;1.018066
9985.000000;1.016247
9984.000000;1.014684
9983.000000;1.013391
9982.000000;1.012325
9981.000000;1.011411
9980.000000;1.010444
9979.000000;1.009209
9978.000000;1.007759
9977.000000;1.006424
9976.000000;1.005448
9975.000000;1.004704
9974.000000;1.003845
9973.000000;1.002645
9972.000000;1.001088
9971.000000;0.999257
9970.000000;0.997354
9969.000000;0.995792
9968.000000;0.994986
9967.000000;0.994896
9966.000000;0.994855
9965.000000;0.994092
9964.000000;0.992451
9963.000000;0.990519
9962.000000;0.988979
9961.000000;0.987930
9960.000000;0.986909
9959.000000;0.985502
9958.000000;0.983842
9957.000000;0.982464
9956.000000;0.981688
9955.000000;0.981222
9954.000000;0.980370
9953.000000;0.978649
9952.000000;0.976188
9951.000000;0.973597
9950.000000;0.971514
9949.000000;0.970242
9948.000000;0.969646
9947.000000;0.969280
9946.000000;0.968708
9945.000000;0.967827
9944.000000;0.966874
9943.000000;0.966071
9942.000000;0.965342
9941.000000;0.964421
9940.000000;0.963142
9939.000000;0.961515
9938.000000;0.959654
9937.000000;0.957841
9936.000000;0.956522
9935.000000;0.955916
9934.000000;0.955621
9933.000000;0.954887
9932.000000;0.953385
9931.000000;0.951498
9930.000000;0.949776
9929.000000;0.948352
9928.000000;0.947043
9927.000000;0.945723
9926.000000;0.944366
9925.000000;0.942895
9924.000000;0.941268
9923.000000;0.939636
9922.000000;0.938199
9921.000000;0.936952
9920.000000;0.935738
9919.000000;0.934488
9918.000000;0.933224
9917.000000;0.931915
9916.000000;0.930515
9915.000000;0.929099
