Criado como novo conjunto de dados;"0307_DANIEL.spp","20163.3 Secs"
cm-1;Abs
10000.000000;0.972607
9999.000000;0.970885
9998.000000;0.969182
9997.000000;0.967690
9996.000000;0.966788
9995.000000;0.966433
9994.000000;0.965986
9993.000000;0.964886
9992.000000;0.963230
9991.000000;0.961585
9990.000000;0.960388
9989.000000;0.959658
9988.000000;0.959121
9987.000000;0.958450
9986.000000;0.957489
9985.000000;0.956352
9984.000000;0.955234
9983.000000;0.954123
9982.000000;0.952803
9981.000000;0.951189
9980.000000;0.949482
9979.000000;0.947933
9978.000000;0.946612
9977.000000;0.945500
9976.000000;0.944618
9975.000000;0.943901
9974.000000;0.943076
9973.000000;0.941874
9972.000000;0.940317
9971.000000;0.938660
9970.000000;0.937081
9969.000000;0.935564
9968.000000;0.934070
9967.000000;0.932665
9966.000000;0.931433
9965.000000;0.930350
9964.000000;0.929326
9963.000000;0.928285
9962.000000;0.927163
9961.000000;0.925910
9960.000000;0.924584
9959.000000;0.923411
9958.000000;0.922611
9957.000000;0.922107
9956.000000;0.921471
9955.000000;0.920238
9954.000000;0.918275
9953.000000;0.915813
9952.000000;0.913236
9951.000000;0.910972
9950.000000;0.909476
9949.000000;0.908995
9948.000000;0.909207
9947.000000;0.909284
9946.000000;0.908587
9945.000000;0.907233
9944.000000;0.905830
9943.000000;0.904711
9942.000000;0.903671
9941.000000;0.902411
9940.000000;0.900973
9939.000000;0.899619
9938.000000;0.898447
9937.000000;0.897278
9936.000000;0.895864
9935.000000;0.894152
9934.000000;0.892363
9933.000000;0.890848
9932.000000;0.889822
9931.000000;0.889177
9930.000000;0.888534
9929.000000;0.887476
9928.000000;0.885775
9927.000000;0.883578
9926.000000;0.881422
9925.000000;0.879905
9924.000000;0.879138
9923.000000;0.878589
9922.000000;0.877639
9921.000000;0.876223
9920.000000;0.874733
9919.000000;0.873425
9918.000000;0.872233
9917.000000;0.871101
9916.000000;0.870089
9915.000000;0.869082
9914.000000;0.867768
9913.000000;0.866068
9912.000000;0.864313
9911.000000;0.862798
9910.000000;0.861460
9909.000000;0.860174
9908.000000;0.859056
9907.000000;0.858156
9906.000000;0.857134
9905.000000;0.855661
9904.000000;0.853953
9903.000000;0.852488
9902.000000;0.851246
9901.000000;0.849707
9900.000000;0.847663
9899.000000;0.845616
9898.000000;0.844192
9897.000000;0.843435
9896.000000;0.842884
9895.000000;0.842110
9894.000000;0.840979
9893.000000;0.839578
9892.000000;0.838152
9891.000000;0.836996
9890.000000;0.836167
9889.000000;0.835296
9888.000000;0.833936
9887.000000;0.832103
9886.000000;0.830300
9885.000000;0.828911
9884.000000;0.827745
9883.000000;0.826327
9882.000000;0.824508
9881.000000;0.822609
9880.000000;0.820970
9879.000000;0.819582
9878.000000;0.818249
9877.000000;0.816919
9876.000000;0.815688
9875.000000;0.814529
9874.000000;0.813264
9873.000000;0.811794
9872.000000;0.810206
9871.000000;0.808602
9870.000000;0.806973
9869.000000;0.805323
9868.000000;0.803765
9867.000000;0.802391
9866.000000;0.801169
9865.000000;0.800053
9864.000000;0.799079
9863.000000;0.798245
9862.000000;0.797387
9861.000000;0.796319
9860.000000;0.795021
9859.000000;0.793534
9858.000000;0.791787
9857.000000;0.789712
9856.000000;0.787490
9855.000000;0.785483
9854.000000;0.783879
9853.000000;0.782544
9852.000000;0.781217
9851.000000;0.779722
9850.000000;0.778003
9849.000000;0.776128
9848.000000;0.774314
9847.000000;0.772815
9846.000000;0.771692
9845.000000;0.770771
9844.000000;0.769817
9843.000000;0.768676
9842.000000;0.767264
9841.000000;0.765584
9840.000000;0.763792
9839.000000;0.762100
9838.000000;0.760589
9837.000000;0.759189
9836.000000;0.757867
9835.000000;0.756655
9834.000000;0.755471
9833.000000;0.754100
9832.000000;0.752454
9831.000000;0.750705
9830.000000;0.749049
9829.000000;0.747477
9828.000000;0.745890
9827.000000;0.744301
9826.000000;0.742765
9825.000000;0.741217
9824.000000;0.739573
9823.000000;0.737933
9822.000000;0.736469
9821.000000;0.735148
9820.000000;0.733783
9819.000000;0.732356
9818.000000;0.731068
9817.000000;0.729986
9816.000000;0.728839
9815.000000;0.727341
9814.000000;0.725616
9813.000000;0.724124
9812.000000;0.723146
9811.000000;0.722438
9810.000000;0.721441
9809.000000;0.719779
9808.000000;0.717544
9807.000000;0.715129
9806.000000;0.712866
9805.000000;0.710848
9804.000000;0.709034
9803.000000;0.707396
9802.000000;0.705895
9801.000000;0.704420
9800.000000;0.702866
9799.000000;0.701276
9798.000000;0.699814
9797.000000;0.698553
9796.000000;0.697377
9795.000000;0.696104
9794.000000;0.694644
9793.000000;0.693010
9792.000000;0.691238
9791.000000;0.689363
9790.000000;0.687439
9789.000000;0.685524
9788.000000;0.683667
9787.000000;0.681919
9786.000000;0.680315
9785.000000;0.678797
9784.000000;0.677223
9783.000000;0.675524
9782.000000;0.673811
9781.000000;0.672223
9780.000000;0.670685
9779.000000;0.668949
9778.000000;0.666950
9777.000000;0.665000
9776.000000;0.663480
9775.000000;0.662373
9774.000000;0.661213
9773.000000;0.659557
9772.000000;0.657416
9771.000000;0.655157
9770.000000;0.653091
9769.000000;0.651275
9768.000000;0.649654
9767.000000;0.648223
9766.000000;0.646937
