Criado como novo conjunto de dados;"0307_DANIEL.spp","57424.8 Secs"
cm-1;Abs
10000.000000;0.373112
9999.000000;0.371974
9998.000000;0.370636
9997.000000;0.369400
9996.000000;0.368476
9995.000000;0.367812
9994.000000;0.367209
9993.000000;0.366561
9992.000000;0.365931
9991.000000;0.365401
9990.000000;0.364915
9989.000000;0.364321
9988.000000;0.363568
9987.000000;0.362798
9986.000000;0.362187
9985.000000;0.361710
9984.000000;0.361131
9983.000000;0.360247
9982.000000;0.359128
9981.000000;0.358054
9980.000000;0.357231
9979.000000;0.356620
9978.000000;0.356055
9977.000000;0.355461
9976.000000;0.354875
9975.000000;0.354296
9974.000000;0.353634
9973.000000;0.352842
9972.000000;0.352011
9971.000000;0.351250
9970.000000;0.350497
9969.000000;0.349565
9968.000000;0.348397
9967.000000;0.347195
9966.000000;0.346243
9965.000000;0.345636
9964.000000;0.345206
9963.000000;0.344695
9962.000000;0.343975
9961.000000;0.343114
9960.000000;0.342276
9959.000000;0.341558
9958.000000;0.340924
9957.000000;0.340252
9956.000000;0.339441
9955.000000;0.338475
9954.000000;0.337413
9953.000000;0.336357
9952.000000;0.335427
9951.000000;0.334698
9950.000000;0.334132
9949.000000;0.333590
9948.000000;0.332942
9947.000000;0.332165
9946.000000;0.331320
9945.000000;0.330463
9944.000000;0.329601
9943.000000;0.328744
9942.000000;0.327954
9941.000000;0.327299
9940.000000;0.326728
9939.000000;0.326038
9938.000000;0.325036
9937.000000;0.323788
9936.000000;0.322613
9935.000000;0.321773
9934.000000;0.321188
9933.000000;0.320540
9932.000000;0.319617
9931.000000;0.318488
9930.000000;0.317363
9929.000000;0.316411
9928.000000;0.315728
9927.000000;0.315302
9926.000000;0.314936
9925.000000;0.314308
9924.000000;0.313241
9923.000000;0.311891
9922.000000;0.310589
9921.000000;0.309538
9920.000000;0.308712
9919.000000;0.307993
9918.000000;0.307282
9917.000000;0.306504
9916.000000;0.305610
9915.000000;0.304631
9914.000000;0.303681
9913.000000;0.302879
9912.000000;0.302254
9911.000000;0.301694
9910.000000;0.300999
9909.000000;0.300026
9908.000000;0.298840
9907.000000;0.297665
9906.000000;0.296691
9905.000000;0.295941
9904.000000;0.295353
9903.000000;0.294851
9902.000000;0.294303
9901.000000;0.293494
9900.000000;0.292321
9899.000000;0.290957
9898.000000;0.289727
9897.000000;0.288787
9896.000000;0.288003
9895.000000;0.287127
9894.000000;0.286028
9893.000000;0.284785
9892.000000;0.283614
9891.000000;0.282675
9890.000000;0.281904
