Criado como novo conjunto de dados;"1909daniel.spp","-4287765.1 Secs"
cm-1;Abs
10000.000000;1.354035
9999.000000;1.353235
9998.000000;1.352392
9997.000000;1.351644
9996.000000;1.350415
9995.000000;1.348596
9994.000000;1.346839
9993.000000;1.345403
9992.000000;1.344077
9991.000000;1.342465
9990.000000;1.340721
9989.000000;1.339351
9988.000000;1.338516
9987.000000;1.337837
9986.000000;1.336961
9985.000000;1.336021
9984.000000;1.335483
9983.000000;1.335712
9982.000000;1.336612
9981.000000;1.337466
9980.000000;1.337306
9979.000000;1.335849
9978.000000;1.333999
9977.000000;1.333015
9976.000000;1.333206
9975.000000;1.333726
9974.000000;1.333591
9973.000000;1.332520
9972.000000;1.330841
9971.000000;1.329132
9970.000000;1.328115
9969.000000;1.328374
9968.000000;1.329703
9967.000000;1.330877
9966.000000;1.330478
9965.000000;1.328140
9964.000000;1.324967
9963.000000;1.322631
9962.000000;1.321922
9961.000000;1.322076
9960.000000;1.321663
9959.000000;1.320155
9958.000000;1.318302
9957.000000;1.316796
9956.000000;1.315262
9955.000000;1.313200
9954.000000;1.311399
9953.000000;1.311380
9952.000000;1.313394
9951.000000;1.315840
9950.000000;1.317000
9949.000000;1.316716
9948.000000;1.315874
9947.000000;1.314865
9946.000000;1.313332
9945.000000;1.311142
9944.000000;1.308893
9943.000000;1.307343
9942.000000;1.306718
9941.000000;1.306695
9940.000000;1.306842
9939.000000;1.306973
9938.000000;1.307073
9937.000000;1.306971
9936.000000;1.306270
9935.000000;1.304789
9934.000000;1.302924
9933.000000;1.301291
9932.000000;1.300102
9931.000000;1.299190
9930.000000;1.298491
9929.000000;1.298105
9928.000000;1.297868
9927.000000;1.297394
9926.000000;1.296662
9925.000000;1.296093
9924.000000;1.295820
9923.000000;1.295374
9922.000000;1.294414
9921.000000;1.293350
9920.000000;1.292816
9919.000000;1.292777
9918.000000;1.292603
9917.000000;1.291901
9916.000000;1.290913
9915.000000;1.290142
9914.000000;1.289851
9913.000000;1.289900
9912.000000;1.289798
9911.000000;1.289004
9910.000000;1.287422
9909.000000;1.285593
9908.000000;1.284239
9907.000000;1.283604
9906.000000;1.283340
9905.000000;1.282953
9904.000000;1.282264
9903.000000;1.281526
9902.000000;1.281160
9901.000000;1.281305
9900.000000;1.281540
9899.000000;1.281188
9898.000000;1.279954
9897.000000;1.278182
9896.000000;1.276473
9895.000000;1.275235
9894.000000;1.274572
9893.000000;1.274277
9892.000000;1.273871
9891.000000;1.273007
9890.000000;1.271980
9889.000000;1.271483
9888.000000;1.271634
9887.000000;1.271671
9886.000000;1.270924
9885.000000;1.269720
9884.000000;1.268821
9883.000000;1.268256
9882.000000;1.267360
9881.000000;1.265867
9880.000000;1.264302
9879.000000;1.263167
9878.000000;1.262296
9877.000000;1.261328
9876.000000;1.260424
9875.000000;1.260078
9874.000000;1.260359
9873.000000;1.260714
9872.000000;1.260499
9871.000000;1.259539
9870.000000;1.258225
9869.000000;1.257216
9868.000000;1.256971
9867.000000;1.257355
9866.000000;1.257662
9865.000000;1.257116
9864.000000;1.255498
9863.000000;1.253367
9862.000000;1.251680
9861.000000;1.251070
9860.000000;1.251297
9859.000000;1.251432
9858.000000;1.250777
9857.000000;1.249672
9856.000000;1.249183
9855.000000;1.249831
9854.000000;1.250837
9853.000000;1.250843
9852.000000;1.249288
9851.000000;1.246841
9850.000000;1.244525
9849.000000;1.242782
9848.000000;1.241462
9847.000000;1.240377
9846.000000;1.239589
9845.000000;1.239258
9844.000000;1.239417
9843.000000;1.239868
9842.000000;1.240212
9841.000000;1.240067
9840.000000;1.239382
9839.000000;1.238444
9838.000000;1.237437
9837.000000;1.236148
9836.000000;1.234343
9835.000000;1.232347
9834.000000;1.230883
9833.000000;1.230297
9832.000000;1.230257
9831.000000;1.230310
9830.000000;1.230425
9829.000000;1.230716
9828.000000;1.230910
9827.000000;1.230451
9826.000000;1.229157
9825.000000;1.227530
9824.000000;1.226410
9823.000000;1.226375
9822.000000;1.227343
9821.000000;1.228517
9820.000000;1.228800
9819.000000;1.227584
9818.000000;1.225288
9817.000000;1.223050
9816.000000;1.221828
9815.000000;1.221772
9814.000000;1.222257
9813.000000;1.222398
9812.000000;1.221689
9811.000000;1.220368
9810.000000;1.219122
9809.000000;1.218304
9808.000000;1.217549
9807.000000;1.216353
9806.000000;1.214831
9805.000000;1.213546
9804.000000;1.212668
9803.000000;1.211774
9802.000000;1.210617
9801.000000;1.209626
9800.000000;1.209347
9799.000000;1.209665
9798.000000;1.209937
9797.000000;1.209747
9796.000000;1.209204
9795.000000;1.208563
9794.000000;1.207902
9793.000000;1.207264
9792.000000;1.206828
9791.000000;1.206692
9790.000000;1.206639
9789.000000;1.206322
9788.000000;1.205626
9787.000000;1.204656
9786.000000;1.203385
9785.000000;1.201604
9784.000000;1.199392
9783.000000;1.197430
9782.000000;1.196534
9781.000000;1.196834
9780.000000;1.197625
9779.000000;1.198034
9778.000000;1.197661
9777.000000;1.196588
9776.000000;1.195121
9775.000000;1.193769
9774.000000;1.193109
9773.000000;1.193264
9772.000000;1.193560
9771.000000;1.193089
9770.000000;1.191669
9769.000000;1.190016
9768.000000;1.188948
9767.000000;1.188688
9766.000000;1.188937
9765.000000;1.189304
9764.000000;1.189511
9763.000000;1.189401
9762.000000;1.188963
9761.000000;1.188299
9760.000000;1.187486
9759.000000;1.186542
9758.000000;1.185541
9757.000000;1.184631
9756.000000;1.183866
9755.000000;1.183125
9754.000000;1.182236
9753.000000;1.181147
9752.000000;1.179982
9751.000000;1.178975
9750.000000;1.178304
9749.000000;1.177855
9748.000000;1.177211
9747.000000;1.176065
9746.000000;1.174651
9745.000000;1.173576
9744.000000;1.173183
9743.000000;1.173214
9742.000000;1.173108
9741.000000;1.172508
9740.000000;1.171484
9739.000000;1.170418
9738.000000;1.169722
9737.000000;1.169479
9736.000000;1.169322
9735.000000;1.168792
9734.000000;1.167825
9733.000000;1.166716
9732.000000;1.165647
9731.000000;1.164531
9730.000000;1.163335
9729.000000;1.162267
9728.000000;1.161514
9727.000000;1.161060
9726.000000;1.160915
9725.000000;1.161260
9724.000000;1.162106
9723.000000;1.162963
9722.000000;1.163138
9721.000000;1.162352
9720.000000;1.160917
9719.000000;1.159429
9718.000000;1.158446
9717.000000;1.158324
9716.000000;1.158973
9715.000000;1.159690
9714.000000;1.159468
9713.000000;1.157730
9712.000000;1.154839
9711.000000;1.151876
9710.000000;1.149894
9709.000000;1.149254
9708.000000;1.149453
9707.000000;1.149543
9706.000000;1.148863
9705.000000;1.147538
9704.000000;1.146306
9703.000000;1.145806
9702.000000;1.146001
