Criado como novo conjunto de dados;"1909daniel.spp","-4278404.2 Secs"
cm-1;Abs
10000.000000;1.338247
9999.000000;1.337307
9998.000000;1.335082
9997.000000;1.332082
9996.000000;1.329940
9995.000000;1.329420
9994.000000;1.329986
9993.000000;1.330314
9992.000000;1.329749
9991.000000;1.328699
9990.000000;1.328057
9989.000000;1.328022
9988.000000;1.327795
9987.000000;1.326591
9986.000000;1.324790
9985.000000;1.323532
9984.000000;1.323308
9983.000000;1.323594
9982.000000;1.323899
9981.000000;1.324375
9980.000000;1.325027
9979.000000;1.325128
9978.000000;1.324123
9977.000000;1.322618
9976.000000;1.321719
9975.000000;1.321668
9974.000000;1.321758
9973.000000;1.321326
9972.000000;1.320227
9971.000000;1.318572
9970.000000;1.316653
9969.000000;1.315006
9968.000000;1.313945
9967.000000;1.313052
9966.000000;1.311689
9965.000000;1.309970
9964.000000;1.308734
9963.000000;1.308485
9962.000000;1.308843
9961.000000;1.309070
9960.000000;1.308726
9959.000000;1.307735
9958.000000;1.306293
9957.000000;1.304893
9956.000000;1.304036
9955.000000;1.303773
9954.000000;1.303802
9953.000000;1.304007
9952.000000;1.304507
9951.000000;1.305084
9950.000000;1.304997
9949.000000;1.303623
9948.000000;1.301098
9947.000000;1.298262
9946.000000;1.296162
9945.000000;1.295560
9944.000000;1.296422
9943.000000;1.297704
9942.000000;1.297991
9941.000000;1.296700
9940.000000;1.294544
9939.000000;1.292744
9938.000000;1.291980
9937.000000;1.292081
9936.000000;1.292377
9935.000000;1.292262
9934.000000;1.291642
9933.000000;1.290951
9932.000000;1.290601
9931.000000;1.290416
9930.000000;1.289779
9929.000000;1.288413
9928.000000;1.286793
9927.000000;1.285709
9926.000000;1.285621
9925.000000;1.286412
9924.000000;1.287473
9923.000000;1.287956
9922.000000;1.287233
9921.000000;1.285317
9920.000000;1.282831
9919.000000;1.280565
9918.000000;1.279080
9917.000000;1.278541
9916.000000;1.278586
9915.000000;1.278420
9914.000000;1.277431
9913.000000;1.275806
9912.000000;1.274308
9911.000000;1.273383
9910.000000;1.272788
9909.000000;1.272135
9908.000000;1.271454
9907.000000;1.271039
9906.000000;1.271038
9905.000000;1.271338
9904.000000;1.271628
9903.000000;1.271468
9902.000000;1.270554
9901.000000;1.269129
9900.000000;1.267931
9899.000000;1.267519
9898.000000;1.267732
9897.000000;1.267932
9896.000000;1.267645
9895.000000;1.266806
9894.000000;1.265490
9893.000000;1.263716
9892.000000;1.261576
9891.000000;1.259445
9890.000000;1.257886
9889.000000;1.257171
9888.000000;1.256882
9887.000000;1.256230
9886.000000;1.254974
9885.000000;1.253798
9884.000000;1.253542
9883.000000;1.254211
9882.000000;1.255016
9881.000000;1.255211
9880.000000;1.254506
9879.000000;1.252844
9878.000000;1.250447
