Criado como novo conjunto de dados;"1909daniel.spp","-4240602.4 Secs"
cm-1;Abs
10000.000000;1.608937
9999.000000;1.610638
9998.000000;1.612345
9997.000000;1.614060
9996.000000;1.615781
9995.000000;1.617510
9994.000000;1.619245
9993.000000;1.620990
9992.000000;1.622734
9991.000000;1.624499
9990.000000;1.626243
9989.000000;1.628089
9988.000000;1.629702
9987.000000;1.630003
9986.000000;1.628344
9985.000000;1.625427
9984.000000;1.622609
9983.000000;1.620385
9982.000000;1.618508
9981.000000;1.617133
9980.000000;1.616663
9979.000000;1.616536
9978.000000;1.615516
9977.000000;1.613618
9976.000000;1.612419
9975.000000;1.612796
9974.000000;1.613526
9973.000000;1.612987
9972.000000;1.611308
9971.000000;1.609738
9970.000000;1.608690
9969.000000;1.607687
9968.000000;1.606837
9967.000000;1.606958
9966.000000;1.608102
9965.000000;1.609053
9964.000000;1.608735
9963.000000;1.607400
9962.000000;1.606071
9961.000000;1.605417
9960.000000;1.605461
9959.000000;1.605821
9958.000000;1.605880
9957.000000;1.605136
9956.000000;1.603795
9955.000000;1.602748
9954.000000;1.602667
9953.000000;1.603287
9952.000000;1.603689
9951.000000;1.603160
9950.000000;1.601740
9949.000000;1.600167
9948.000000;1.599403
9947.000000;1.599894
9946.000000;1.601002
9945.000000;1.601273
9944.000000;1.599592
9943.000000;1.596203
9942.000000;1.592613
9941.000000;1.590534
9940.000000;1.590648
9939.000000;1.592034
9938.000000;1.592786
9937.000000;1.591582
9936.000000;1.588846
9935.000000;1.586268
9934.000000;1.585167
9933.000000;1.585334
9932.000000;1.585270
9931.000000;1.583558
9930.000000;1.580271
9929.000000;1.577125
9928.000000;1.575953
9927.000000;1.576947
9926.000000;1.578671
9925.000000;1.579873
9924.000000;1.580659
9923.000000;1.581420
9922.000000;1.581472
9921.000000;1.579952
9920.000000;1.577652
9919.000000;1.576573
9918.000000;1.577390
9917.000000;1.578447
9916.000000;1.577744
9915.000000;1.575121
9914.000000;1.571980
9913.000000;1.569651
9912.000000;1.568667
9911.000000;1.568844
9910.000000;1.569171
9909.000000;1.568258
9908.000000;1.565787
9907.000000;1.563239
9906.000000;1.562517
9905.000000;1.564033
9904.000000;1.566475
9903.000000;1.568147
9902.000000;1.568101
9901.000000;1.566387
9900.000000;1.563901
9899.000000;1.561913
9898.000000;1.561059
9897.000000;1.560832
9896.000000;1.560472
9895.000000;1.560072
9894.000000;1.560156
9893.000000;1.560399
9892.000000;1.559622
9891.000000;1.557271
9890.000000;1.554173
9889.000000;1.551534
9888.000000;1.549755
9887.000000;1.548571
9886.000000;1.547858
9885.000000;1.547889
9884.000000;1.548923
9883.000000;1.550752
9882.000000;1.552594
9881.000000;1.553450
9880.000000;1.552781
9879.000000;1.550894
9878.000000;1.548541
9877.000000;1.546300
9876.000000;1.544584
9875.000000;1.543961
9874.000000;1.544816
9873.000000;1.546634
9872.000000;1.548120
9871.000000;1.548274
9870.000000;1.547099
9869.000000;1.545227
9868.000000;1.543246
9867.000000;1.541515
9866.000000;1.540151
9865.000000;1.538900
9864.000000;1.537341
9863.000000;1.535485
9862.000000;1.534018
9861.000000;1.533717
9860.000000;1.534833
9859.000000;1.537056
9858.000000;1.539597
9857.000000;1.541200
9856.000000;1.540736
9855.000000;1.538263
9854.000000;1.535168
9853.000000;1.532887
9852.000000;1.531757
9851.000000;1.531224
9850.000000;1.530633
9849.000000;1.529537
9848.000000;1.527728
9847.000000;1.525531
9846.000000;1.523849
