Criado como novo conjunto de dados;"1909daniel.spp","-4271744.1 Secs"
cm-1;Abs
10000.000000;1.579926
9999.000000;1.579824
9998.000000;1.579698
9997.000000;1.579617
9996.000000;1.579456
9995.000000;1.579451
9994.000000;1.579013
9993.000000;1.577637
9992.000000;1.577896
9991.000000;1.580936
9990.000000;1.585103
9989.000000;1.587299
9988.000000;1.586408
9987.000000;1.583990
9986.000000;1.581960
9985.000000;1.580465
9984.000000;1.578286
9983.000000;1.574746
9982.000000;1.570721
9981.000000;1.567843
9980.000000;1.567082
9979.000000;1.568060
9978.000000;1.569413
9977.000000;1.569839
9976.000000;1.568958
9975.000000;1.567292
9974.000000;1.565542
9973.000000;1.564024
9972.000000;1.562700
9971.000000;1.561541
9970.000000;1.560736
9969.000000;1.560582
9968.000000;1.561111
9967.000000;1.561749
9966.000000;1.561535
9965.000000;1.560023
9964.000000;1.557989
9963.000000;1.556810
9962.000000;1.556951
9961.000000;1.557468
9960.000000;1.557215
9959.000000;1.556159
9958.000000;1.555141
9957.000000;1.554630
9956.000000;1.554186
9955.000000;1.553109
9954.000000;1.551262
9953.000000;1.549239
9952.000000;1.548062
9951.000000;1.548541
9950.000000;1.550438
9949.000000;1.552337
9948.000000;1.552850
9947.000000;1.551935
9946.000000;1.550549
9945.000000;1.549166
9944.000000;1.547406
9943.000000;1.545126
9942.000000;1.543006
9941.000000;1.541693
9940.000000;1.541088
9939.000000;1.540919
9938.000000;1.541435
9937.000000;1.542794
9936.000000;1.544121
9935.000000;1.544018
9934.000000;1.542139
9933.000000;1.539681
9932.000000;1.538107
9931.000000;1.537758
9930.000000;1.537783
9929.000000;1.537155
9928.000000;1.535619
9927.000000;1.533774
9926.000000;1.532407
9925.000000;1.531820
9924.000000;1.531706
9923.000000;1.531530
9922.000000;1.530950
9921.000000;1.530002
9920.000000;1.529081
9919.000000;1.528664
9918.000000;1.528800
9917.000000;1.528825
9916.000000;1.527957
9915.000000;1.526223
9914.000000;1.524521
9913.000000;1.523756
9912.000000;1.524182
9911.000000;1.525494
9910.000000;1.527081
9909.000000;1.528017
9908.000000;1.527276
9907.000000;1.524488
9906.000000;1.520400
9905.000000;1.516387
9904.000000;1.513568
9903.000000;1.512400
9902.000000;1.512735
9901.000000;1.513931
9900.000000;1.515079
9899.000000;1.515512
9898.000000;1.515201
9897.000000;1.514586
9896.000000;1.514075
9895.000000;1.513734
9894.000000;1.513335
9893.000000;1.512612
9892.000000;1.511599
9891.000000;1.510762
9890.000000;1.510542
9889.000000;1.510638
9888.000000;1.510051
9887.000000;1.508103
9886.000000;1.505267
9885.000000;1.502839
9884.000000;1.501887
9883.000000;1.502426
9882.000000;1.503288
9881.000000;1.502814
9880.000000;1.500231
9879.000000;1.496697
9878.000000;1.494601
9877.000000;1.495399
9876.000000;1.498313
9875.000000;1.501331
9874.000000;1.503155
9873.000000;1.503643
9872.000000;1.502787
9871.000000;1.500422
9870.000000;1.497130
9869.000000;1.494424
9868.000000;1.493376
9867.000000;1.493452
9866.000000;1.493150
9865.000000;1.491592
9864.000000;1.489182
9863.000000;1.486997
9862.000000;1.485955
9861.000000;1.486325
9860.000000;1.487546
9859.000000;1.488540
9858.000000;1.488611
9857.000000;1.488086
9856.000000;1.487777
9855.000000;1.487866
9854.000000;1.487791
9853.000000;1.487161
9852.000000;1.486063
9851.000000;1.484408
9850.000000;1.481908
9849.000000;1.479191
9848.000000;1.478018
9847.000000;1.479373
9846.000000;1.481711
9845.000000;1.482236
9844.000000;1.480109
9843.000000;1.477358
9842.000000;1.476148
9841.000000;1.476283
9840.000000;1.476120
9839.000000;1.475112
9838.000000;1.474395
9837.000000;1.475089
9836.000000;1.476944
9835.000000;1.478696
9834.000000;1.479016
9833.000000;1.477098
9832.000000;1.473075
9831.000000;1.468245
