Criado como novo conjunto de dados;"e2410_daniel_v2.spp","36903.7 Secs"
cm-1;Abs
10000.000000;0.472238
9999.000000;0.471556
9998.000000;0.470865
9997.000000;0.470245
9996.000000;0.469640
9995.000000;0.469059
9994.000000;0.468616
9993.000000;0.468314
9992.000000;0.467974
9991.000000;0.467404
9990.000000;0.466547
9989.000000;0.465501
9988.000000;0.464528
9987.000000;0.463938
9986.000000;0.463772
9985.000000;0.463673
9984.000000;0.463296
9983.000000;0.462798
9982.000000;0.462609
9981.000000;0.462755
9980.000000;0.462757
9979.000000;0.462250
9978.000000;0.461406
9977.000000;0.460601
9976.000000;0.459934
9975.000000;0.459257
9974.000000;0.458514
9973.000000;0.457832
9972.000000;0.457341
9971.000000;0.457023
9970.000000;0.456729
9969.000000;0.456298
9968.000000;0.455721
9967.000000;0.455159
9966.000000;0.454757
9965.000000;0.454462
9964.000000;0.454134
9963.000000;0.453778
9962.000000;0.453513
9961.000000;0.453340
9960.000000;0.453091
9959.000000;0.452608
9958.000000;0.451865
9957.000000;0.450934
9956.000000;0.449968
9955.000000;0.449171
9954.000000;0.448645
9953.000000;0.448260
9952.000000;0.447823
9951.000000;0.447323
9950.000000;0.446878
9949.000000;0.446506
9948.000000;0.446130
9947.000000;0.445771
9946.000000;0.445509
9945.000000;0.445247
9944.000000;0.444732
9943.000000;0.443874
9942.000000;0.442889
9941.000000;0.442086
9940.000000;0.441616
9939.000000;0.441420
9938.000000;0.441293
9937.000000;0.441019
9936.000000;0.440574
9935.000000;0.440150
9934.000000;0.439858
9933.000000;0.439472
9932.000000;0.438700
9931.000000;0.437642
9930.000000;0.436747
9929.000000;0.436301
9928.000000;0.436154
9927.000000;0.435970
9926.000000;0.435545
9925.000000;0.434862
9924.000000;0.434041
9923.000000;0.433284
9922.000000;0.432721
9921.000000;0.432267
9920.000000;0.431787
9919.000000;0.431341
9918.000000;0.431083
9917.000000;0.430931
9916.000000;0.430592
9915.000000;0.429923
9914.000000;0.429067
9913.000000;0.428207
9912.000000;0.427426
9911.000000;0.426841
9910.000000;0.426593
9909.000000;0.426599
9908.000000;0.426536
9907.000000;0.426192
9906.000000;0.425678
9905.000000;0.425203
9904.000000;0.424806
9903.000000;0.424408
9902.000000;0.423970
9901.000000;0.423478
9900.000000;0.422910
9899.000000;0.422278
9898.000000;0.421616
9897.000000;0.420897
9896.000000;0.420100
9895.000000;0.419356
9894.000000;0.418849
9893.000000;0.418515
9892.000000;0.418051
9891.000000;0.417286
9890.000000;0.416399
9889.000000;0.415677
9888.000000;0.415245
9887.000000;0.415079
9886.000000;0.415079
9885.000000;0.415034
9884.000000;0.414698
9883.000000;0.414048
9882.000000;0.413355
9881.000000;0.412869
9880.000000;0.412560
9879.000000;0.412254
9878.000000;0.411879
9877.000000;0.411447
9876.000000;0.410946
9875.000000;0.410386
9874.000000;0.409871
9873.000000;0.409465
9872.000000;0.409091
9871.000000;0.408639
9870.000000;0.408129
9869.000000;0.407652
9868.000000;0.407231
9867.000000;0.406839
9866.000000;0.406473
9865.000000;0.406106
9864.000000;0.405652
9863.000000;0.405070
9862.000000;0.404472
9861.000000;0.404006
9860.000000;0.403654
9859.000000;0.403234
9858.000000;0.402592
9857.000000;0.401751
9856.000000;0.400881
9855.000000;0.400156
9854.000000;0.399622
9853.000000;0.399190
9852.000000;0.398780
9851.000000;0.398418
9850.000000;0.398147
9849.000000;0.397871
9848.000000;0.397433
9847.000000;0.396826
9846.000000;0.396222
9845.000000;0.395747
9844.000000;0.395355
9843.000000;0.394946
9842.000000;0.394512
9841.000000;0.394091
9840.000000;0.393676
9839.000000;0.393260
9838.000000;0.392875
9837.000000;0.392538
9836.000000;0.392184
9835.000000;0.391729
9834.000000;0.391148
9833.000000;0.390478
9832.000000;0.389805
9831.000000;0.389240
9830.000000;0.388827
9829.000000;0.388458
9828.000000;0.387967
9827.000000;0.387345
9826.000000;0.386790
9825.000000;0.386460
9824.000000;0.386274
9823.000000;0.385982
9822.000000;0.385405
9821.000000;0.384575
