Criado como novo conjunto de dados;"e2410_daniel_v2.spp","98467.3 Secs"
cm-1;Abs
10000.000000;0.133018
9999.000000;0.133472
9998.000000;0.134054
9997.000000;0.134853
9996.000000;0.135754
9995.000000;0.136559
9994.000000;0.137122
9993.000000;0.137421
9992.000000;0.137592
9991.000000;0.137837
9990.000000;0.138240
9989.000000;0.138688
9988.000000;0.139073
9987.000000;0.139503
9986.000000;0.140192
9985.000000;0.141154
9984.000000;0.142141
9983.000000;0.142920
9982.000000;0.143492
9981.000000;0.144009
9980.000000;0.144596
9979.000000;0.145313
9978.000000;0.146174
9977.000000;0.147128
9976.000000;0.148081
9975.000000;0.148974
9974.000000;0.149786
9973.000000;0.150466
9972.000000;0.150959
9971.000000;0.151343
9970.000000;0.151829
9969.000000;0.152525
9968.000000;0.153324
9967.000000;0.154088
9966.000000;0.154849
9965.000000;0.155688
9964.000000;0.156515
9963.000000;0.157132
9962.000000;0.157503
9961.000000;0.157821
9960.000000;0.158289
9959.000000;0.158942
9958.000000;0.159705
9957.000000;0.160487
9956.000000;0.161197
9955.000000;0.161778
9954.000000;0.162297
9953.000000;0.162928
9952.000000;0.163735
9951.000000;0.164552
9950.000000;0.165166
9949.000000;0.165577
9948.000000;0.166009
9947.000000;0.166646
9946.000000;0.167448
9945.000000;0.168229
9944.000000;0.168870
9943.000000;0.169422
9942.000000;0.170040
9941.000000;0.170833
9940.000000;0.171784
9939.000000;0.172780
9938.000000;0.173703
9937.000000;0.174510
9936.000000;0.175227
9935.000000;0.175905
9934.000000;0.176594
9933.000000;0.177308
9932.000000;0.178011
9931.000000;0.178654
9930.000000;0.179254
9929.000000;0.179898
9928.000000;0.180630
9927.000000;0.181383
9926.000000;0.182058
9925.000000;0.182668
9924.000000;0.183328
9923.000000;0.184107
9922.000000;0.184963
9921.000000;0.185803
9920.000000;0.186558
9919.000000;0.187192
9918.000000;0.187720
9917.000000;0.188253
9916.000000;0.188965
9915.000000;0.189927
9914.000000;0.190997
9913.000000;0.191925
9912.000000;0.192590
9911.000000;0.193100
9910.000000;0.193682
9909.000000;0.194466
9908.000000;0.195367
9907.000000;0.196181
9906.000000;0.196817
9905.000000;0.197415
9904.000000;0.198195
9903.000000;0.199193
9902.000000;0.200210
9901.000000;0.201054
9900.000000;0.201736
9899.000000;0.202398
9898.000000;0.203111
9897.000000;0.203840
9896.000000;0.204542
9895.000000;0.205208
9894.000000;0.205830
9893.000000;0.206437
9892.000000;0.207139
9891.000000;0.208050
9890.000000;0.209117
9889.000000;0.210109
9888.000000;0.210813
9887.000000;0.211241
9886.000000;0.211621
9885.000000;0.212202
9884.000000;0.213052
9883.000000;0.214031
9882.000000;0.214951
9881.000000;0.215758
9880.000000;0.216522
9879.000000;0.217274
9878.000000;0.217966
9877.000000;0.218611
9876.000000;0.219358
9875.000000;0.220296
9874.000000;0.221293
9873.000000;0.222149
9872.000000;0.222867
9871.000000;0.223623
9870.000000;0.224497
9869.000000;0.225392
9868.000000;0.226224
9867.000000;0.227033
9866.000000;0.227891
9865.000000;0.228824
9864.000000;0.229858
9863.000000;0.230999
9862.000000;0.232107
9861.000000;0.232934
9860.000000;0.233391
9859.000000;0.233661
9858.000000;0.234002
9857.000000;0.234533
9856.000000;0.235247
9855.000000;0.236108
9854.000000;0.237010
9853.000000;0.237801
9852.000000;0.238472
9851.000000;0.239254
9850.000000;0.240391
9849.000000;0.241836
9848.000000;0.243286
9847.000000;0.244465
9846.000000;0.245307
9845.000000;0.245915
9844.000000;0.246465
9843.000000;0.247114
9842.000000;0.247895
9841.000000;0.248686
9840.000000;0.249370
9839.000000;0.249990
9838.000000;0.250687
9837.000000;0.251520
9836.000000;0.252423
9835.000000;0.253322
9834.000000;0.254164
9833.000000;0.254894
9832.000000;0.255502
9831.000000;0.256110
9830.000000;0.256901
9829.000000;0.257933
9828.000000;0.259090
9827.000000;0.260225
9826.000000;0.261272
9825.000000;0.262219
9824.000000;0.263062
9823.000000;0.263836
9822.000000;0.264614
9821.000000;0.265433
9820.000000;0.266249
9819.000000;0.266996
9818.000000;0.267656
9817.000000;0.268261
9816.000000;0.268877
9815.000000;0.269612
9814.000000;0.270568
9813.000000;0.271741
9812.000000;0.272975
9811.000000;0.274080
9810.000000;0.275011
9809.000000;0.275881
9808.000000;0.276800
9807.000000;0.277718
9806.000000;0.278493
9805.000000;0.279095
9804.000000;0.279663
9803.000000;0.280302
9802.000000;0.280912
9801.000000;0.281340
9800.000000;0.281694
9799.000000;0.282349
9798.000000;0.283553
9797.000000;0.285140
9796.000000;0.286702
9795.000000;0.287976
9794.000000;0.288967
9793.000000;0.289769
9792.000000;0.290415
9791.000000;0.290948
9790.000000;0.291529
9789.000000;0.292380
9788.000000;0.293591
9787.000000;0.294973
9786.000000;0.296132
9785.000000;0.296791
9784.000000;0.297063
9783.000000;0.297376
9782.000000;0.298083
9781.000000;0.299195
9780.000000;0.300498
9779.000000;0.301793
9778.000000;0.302965
9777.000000;0.303924
9776.000000;0.304668
9775.000000;0.305349
9774.000000;0.306162
9773.000000;0.307142
