Criado como novo conjunto de dados;"e2410_daniel_v2.spp","33303.5 Secs"
cm-1;Abs
10000.000000;0.333672
9999.000000;0.333411
9998.000000;0.332882
9997.000000;0.332132
9996.000000;0.331342
9995.000000;0.330586
9994.000000;0.330002
9993.000000;0.329729
9992.000000;0.329641
9991.000000;0.329372
9990.000000;0.328760
9989.000000;0.328044
9988.000000;0.327510
9987.000000;0.327138
9986.000000;0.326701
9985.000000;0.326047
9984.000000;0.325213
9983.000000;0.324402
9982.000000;0.323865
9981.000000;0.323662
9980.000000;0.323575
9979.000000;0.323371
9978.000000;0.323087
9977.000000;0.322856
9976.000000;0.322566
9975.000000;0.321997
9974.000000;0.321247
9973.000000;0.320682
9972.000000;0.320423
9971.000000;0.320174
9970.000000;0.319633
9969.000000;0.318829
9968.000000;0.317999
9967.000000;0.317338
9966.000000;0.316929
9965.000000;0.316700
9964.000000;0.316409
9963.000000;0.315850
9962.000000;0.315105
9961.000000;0.314441
9960.000000;0.313963
9959.000000;0.313563
9958.000000;0.313181
9957.000000;0.312876
9956.000000;0.312619
9955.000000;0.312245
9954.000000;0.311649
9953.000000;0.310890
9952.000000;0.310067
9951.000000;0.309254
9950.000000;0.308548
9949.000000;0.308012
9948.000000;0.307566
9947.000000;0.307096
9946.000000;0.306618
9945.000000;0.306189
9944.000000;0.305732
9943.000000;0.305145
9942.000000;0.304521
9941.000000;0.304037
9940.000000;0.303691
9939.000000;0.303353
9938.000000;0.303005
9937.000000;0.302724
9936.000000;0.302453
9935.000000;0.302026
9934.000000;0.301411
9933.000000;0.300744
9932.000000;0.300147
9931.000000;0.299670
9930.000000;0.299351
9929.000000;0.299144
9928.000000;0.298873
9927.000000;0.298436
9926.000000;0.297952
9925.000000;0.297521
9924.000000;0.296995
9923.000000;0.296217
9922.000000;0.295353
9921.000000;0.294678
9920.000000;0.294180
9919.000000;0.293682
9918.000000;0.293239
9917.000000;0.293056
9916.000000;0.293048
9915.000000;0.292859
9914.000000;0.292334
9913.000000;0.291665
9912.000000;0.291044
9911.000000;0.290470
9910.000000;0.289915
9909.000000;0.289400
9908.000000;0.288887
9907.000000;0.288326
9906.000000;0.287820
9905.000000;0.287485
9904.000000;0.287183
9903.000000;0.286660
9902.000000;0.285928
9901.000000;0.285222
9900.000000;0.284607
9899.000000;0.283938
9898.000000;0.283217
9897.000000;0.282673
9896.000000;0.282409
9895.000000;0.282235
9894.000000;0.281919
9893.000000;0.281403
9892.000000;0.280727
9891.000000;0.279971
9890.000000;0.279311
9889.000000;0.278889
9888.000000;0.278606
9887.000000;0.278231
9886.000000;0.277713
9885.000000;0.277192
9884.000000;0.276735
9883.000000;0.276296
9882.000000;0.275922
9881.000000;0.275700
9880.000000;0.275483
9879.000000;0.274963
9878.000000;0.274088
9877.000000;0.273182
9876.000000;0.272567
9875.000000;0.272251
9874.000000;0.272034
9873.000000;0.271723
9872.000000;0.271217
9871.000000;0.270556
9870.000000;0.269920
9869.000000;0.269439
9868.000000;0.269028
9867.000000;0.268547
9866.000000;0.268064
9865.000000;0.267741
9864.000000;0.267534
9863.000000;0.267246
9862.000000;0.266831
9861.000000;0.266381
9860.000000;0.265847
9859.000000;0.265092
9858.000000;0.264220
9857.000000;0.263559
9856.000000;0.263224
9855.000000;0.262966
9854.000000;0.262544
9853.000000;0.262008
9852.000000;0.261527
9851.000000;0.261144
9850.000000;0.260797
9849.000000;0.260411
9848.000000;0.259890
9847.000000;0.259187
9846.000000;0.258441
9845.000000;0.257901
9844.000000;0.257662
9843.000000;0.257589
9842.000000;0.257504
9841.000000;0.257323
9840.000000;0.257004
9839.000000;0.256545
9838.000000;0.256035
9837.000000;0.255549
9836.000000;0.254991
9835.000000;0.254216
9834.000000;0.253303
9833.000000;0.252531
9832.000000;0.252062
9831.000000;0.251770
9830.000000;0.251432
9829.000000;0.250941
9828.000000;0.250346
9827.000000;0.249790
9826.000000;0.249405
9825.000000;0.249165
9824.000000;0.248850
9823.000000;0.248284
9822.000000;0.247544
9821.000000;0.246833
9820.000000;0.246226
9819.000000;0.245704
9818.000000;0.245308
9817.000000;0.245076
9816.000000;0.244877
9815.000000;0.244519
9814.000000;0.243996
9813.000000;0.243454
9812.000000;0.242947
9811.000000;0.242417
9810.000000;0.241874
9809.000000;0.241393
9808.000000;0.240942
9807.000000;0.240399
9806.000000;0.239741
9805.000000;0.239085
9804.000000;0.238550
9803.000000;0.238206
9802.000000;0.238081
9801.000000;0.238085
9800.000000;0.237978
9799.000000;0.237575
9798.000000;0.236954
9797.000000;0.236329
9796.000000;0.235804
9795.000000;0.235361
9794.000000;0.234986
9793.000000;0.234645
9792.000000;0.234237
9791.000000;0.233730
9790.000000;0.233252
9789.000000;0.232880
9788.000000;0.232455
9787.000000;0.231782
9786.000000;0.230925
9785.000000;0.230106
9784.000000;0.229427
9783.000000;0.228856
9782.000000;0.228380
9781.000000;0.227970
9780.000000;0.227531
9779.000000;0.227044
9778.000000;0.226663
9777.000000;0.226461
9776.000000;0.226247
9775.000000;0.225829
9774.000000;0.225317
9773.000000;0.224909
9772.000000;0.224550
9771.000000;0.224068
9770.000000;0.223522
9769.000000;0.223083
9768.000000;0.222691
9767.000000;0.222155
9766.000000;0.221541
9765.000000;0.221110
9764.000000;0.220891
9763.000000;0.220625
9762.000000;0.220144
9761.000000;0.219564
9760.000000;0.219067
9759.000000;0.218726
9758.000000;0.218525
9757.000000;0.218353
9756.000000;0.218013
9755.000000;0.217433
9754.000000;0.216835
9753.000000;0.216480
9752.000000;0.216307
9751.000000;0.216045
9750.000000;0.215603
9749.000000;0.215108
9748.000000;0.214613
9747.000000;0.214054
9746.000000;0.213453
9745.000000;0.212918
9744.000000;0.212451
9743.000000;0.211955
9742.000000;0.211403
9741.000000;0.210806
9740.000000;0.210104
9739.000000;0.209297
9738.000000;0.208595
9737.000000;0.208171
9736.000000;0.207873
9735.000000;0.207450
9734.000000;0.206978
9733.000000;0.206734
9732.000000;0.206702
9731.000000;0.206545
9730.000000;0.206088
9729.000000;0.205506
9728.000000;0.205000
9727.000000;0.204564
9726.000000;0.204133
9725.000000;0.203713
9724.000000;0.203290
9723.000000;0.202813
9722.000000;0.202305
9721.000000;0.201830
9720.000000;0.201348
9719.000000;0.200799
9718.000000;0.200294
9717.000000;0.199986
9716.000000;0.199794
9715.000000;0.199466
9714.000000;0.198927
9713.000000;0.198322
9712.000000;0.197747
9711.000000;0.197158
9710.000000;0.196568
9709.000000;0.196069
9708.000000;0.195640
9707.000000;0.195152
9706.000000;0.194607
9705.000000;0.194154
9704.000000;0.193858
9703.000000;0.193624
9702.000000;0.193382
9701.000000;0.193161
9700.000000;0.192967
9699.000000;0.192743
9698.000000;0.192447
9697.000000;0.192024
9696.000000;0.191357
9695.000000;0.190431
9694.000000;0.189528
9693.000000;0.189023
9692.000000;0.188986
9691.000000;0.189134
9690.000000;0.189157
9689.000000;0.188934
9688.000000;0.188469
9687.000000;0.187828
9686.000000;0.187128
9685.000000;0.186458
9684.000000;0.185815
9683.000000;0.185230
9682.000000;0.184834
9681.000000;0.184637
9680.000000;0.184349
9679.000000;0.183708
9678.000000;0.182873
9677.000000;0.182247
9676.000000;0.181958
9675.000000;0.181775
9674.000000;0.181496
9673.000000;0.181155
9672.000000;0.180797
9671.000000;0.180356
9670.000000;0.179816
9669.000000;0.179294
9668.000000;0.178887
9667.000000;0.178574
9666.000000;0.178294
9665.000000;0.178002
9664.000000;0.177648
9663.000000;0.177226
9662.000000;0.176815
9661.000000;0.176451
9660.000000;0.176021
9659.000000;0.175433
9658.000000;0.174801
9657.000000;0.174310
9656.000000;0.173973
9655.000000;0.173675
9654.000000;0.173350
9653.000000;0.172958
9652.000000;0.172406
9651.000000;0.171716
9650.000000;0.171142
9649.000000;0.170881
9648.000000;0.170758
9647.000000;0.170442
9646.000000;0.169901
9645.000000;0.169375
9644.000000;0.168965
9643.000000;0.168542
9642.000000;0.168023
9641.000000;0.167478
9640.000000;0.166976
9639.000000;0.166552
9638.000000;0.166294
9637.000000;0.166214
9636.000000;0.166072
9635.000000;0.165586
9634.000000;0.164830
9633.000000;0.164157
9632.000000;0.163757
9631.000000;0.163513
9630.000000;0.163275
9629.000000;0.163010
9628.000000;0.162663
9627.000000;0.162131
9626.000000;0.161446
9625.000000;0.160780
9624.000000;0.160265
9623.000000;0.159942
9622.000000;0.159825
9621.000000;0.159831
9620.000000;0.159677
9619.000000;0.159116
9618.000000;0.158270
9617.000000;0.157506
9616.000000;0.156988
9615.000000;0.156581
9614.000000;0.156137
9613.000000;0.155659
9612.000000;0.155173
9611.000000;0.154688
9610.000000;0.154312
9609.000000;0.154176
9608.000000;0.154206
9607.000000;0.154163
9606.000000;0.153913
9605.000000;0.153510
9604.000000;0.153006
9603.000000;0.152408
9602.000000;0.151797
9601.000000;0.151298
9600.000000;0.150905
9599.000000;0.150527
9598.000000;0.150168
9597.000000;0.149884
9596.000000;0.149589
9595.000000;0.149143
9594.000000;0.148605
9593.000000;0.148170
9592.000000;0.147856
9591.000000;0.147492
9590.000000;0.147023
9589.000000;0.146597
9588.000000;0.146298
9587.000000;0.146015
9586.000000;0.145627
9585.000000;0.145145
9584.000000;0.144607
9583.000000;0.144017
9582.000000;0.143427
9581.000000;0.142954
9580.000000;0.142656
9579.000000;0.142489
9578.000000;0.142369
9577.000000;0.142161
9576.000000;0.141685
9575.000000;0.140906
9574.000000;0.140059
9573.000000;0.139427
9572.000000;0.139036
9571.000000;0.138737
9570.000000;0.138495
9569.000000;0.138390
9568.000000;0.138352
9567.000000;0.138163
9566.000000;0.137724
9565.000000;0.137132
9564.000000;0.136508
9563.000000;0.135938
9562.000000;0.135540
9561.000000;0.135353
9560.000000;0.135174
9559.000000;0.134734
9558.000000;0.134064
9557.000000;0.133485
9556.000000;0.133186
9555.000000;0.133040
9554.000000;0.132834
9553.000000;0.132506
9552.000000;0.132109
9551.000000;0.131711
9550.000000;0.131379
9549.000000;0.131133
9548.000000;0.130887
9547.000000;0.130542
9546.000000;0.130121
9545.000000;0.129693
9544.000000;0.129214
9543.000000;0.128631
9542.000000;0.128062
9541.000000;0.127689
9540.000000;0.127482
9539.000000;0.127234
9538.000000;0.126854
9537.000000;0.126417
9536.000000;0.125973
9535.000000;0.125504
9534.000000;0.125070
9533.000000;0.124773
9532.000000;0.124555
9531.000000;0.124238
9530.000000;0.123774
9529.000000;0.123285
9528.000000;0.122812
9527.000000;0.122242
9526.000000;0.121541
9525.000000;0.120880
9524.000000;0.120463
9523.000000;0.120318
9522.000000;0.120299
9521.000000;0.120191
9520.000000;0.119835
9519.000000;0.119261
9518.000000;0.118693
9517.000000;0.118316
9516.000000;0.118087
9515.000000;0.117863
9514.000000;0.117633
9513.000000;0.117462
9512.000000;0.117277
9511.000000;0.116913
9510.000000;0.116350
9509.000000;0.115746
9508.000000;0.115248
9507.000000;0.114909
9506.000000;0.114734
9505.000000;0.114639
9504.000000;0.114411
9503.000000;0.113895
9502.000000;0.113216
9501.000000;0.112651
9500.000000;0.112285
9499.000000;0.111971
9498.000000;0.111570
9497.000000;0.111094
9496.000000;0.110613
9495.000000;0.110178
9494.000000;0.109824
9493.000000;0.109534
9492.000000;0.109222
9491.000000;0.108880
9490.000000;0.108640
9489.000000;0.108555
9488.000000;0.108426
9487.000000;0.108033
9486.000000;0.107465
9485.000000;0.107001
9484.000000;0.106721
9483.000000;0.106449
9482.000000;0.106051
9481.000000;0.105577
9480.000000;0.105107
9479.000000;0.104656
9478.000000;0.104257
9477.000000;0.103962
9476.000000;0.103729
9475.000000;0.103448
9474.000000;0.103070
9473.000000;0.102624
9472.000000;0.102136
9471.000000;0.101648
9470.000000;0.101261
9469.000000;0.101003
9468.000000;0.100716
9467.000000;0.100239
9466.000000;0.099637
9465.000000;0.099109
9464.000000;0.098725
9463.000000;0.098420
9462.000000;0.098165
9461.000000;0.097952
9460.000000;0.097685
9459.000000;0.097296
9458.000000;0.096927
9457.000000;0.096772
9456.000000;0.096779
9455.000000;0.096687
9454.000000;0.096347
9453.000000;0.095820
9452.000000;0.095211
9451.000000;0.094604
9450.000000;0.094108
9449.000000;0.093783
9448.000000;0.093527
9447.000000;0.093215
9446.000000;0.092906
9445.000000;0.092722
9444.000000;0.092595
9443.000000;0.092343
9442.000000;0.091958
9441.000000;0.091590
9440.000000;0.091277
9439.000000;0.090904
9438.000000;0.090437
9437.000000;0.089977
9436.000000;0.089584
9435.000000;0.089236
9434.000000;0.088956
9433.000000;0.088779
9432.000000;0.088594
9431.000000;0.088234
9430.000000;0.087726
9429.000000;0.087273
9428.000000;0.086978
9427.000000;0.086765
9426.000000;0.086573
9425.000000;0.086413
9424.000000;0.086229
9423.000000;0.085897
9422.000000;0.085403
9421.000000;0.084890
9420.000000;0.084476
9419.000000;0.084163
9418.000000;0.083898
9417.000000;0.083612
9416.000000;0.083200
9415.000000;0.082635
9414.000000;0.082061
9413.000000;0.081639
9412.000000;0.081339
9411.000000;0.081016
9410.000000;0.080647
9409.000000;0.080297
9408.000000;0.079928
9407.000000;0.079461
9406.000000;0.079007
9405.000000;0.078788
9404.000000;0.078817
9403.000000;0.078854
9402.000000;0.078709
9401.000000;0.078404
9400.000000;0.078012
9399.000000;0.077553
9398.000000;0.077076
9397.000000;0.076670
9396.000000;0.076323
9395.000000;0.075933
9394.000000;0.075494
9393.000000;0.075120
9392.000000;0.074851
9391.000000;0.074588
9390.000000;0.074261
9389.000000;0.073927
9388.000000;0.073652
9387.000000;0.073414
9386.000000;0.073163
9385.000000;0.072881
9384.000000;0.072556
9383.000000;0.072196
9382.000000;0.071867
9381.000000;0.071621
9380.000000;0.071388
9379.000000;0.071057
9378.000000;0.070645
9377.000000;0.070274
9376.000000;0.069987
9375.000000;0.069714
9374.000000;0.069414
9373.000000;0.069116
9372.000000;0.068830
9371.000000;0.068526
9370.000000;0.068199
9369.000000;0.067856
9368.000000;0.067464
9367.000000;0.067026
9366.000000;0.066659
9365.000000;0.066464
9364.000000;0.066347
9363.000000;0.066113
9362.000000;0.065722
9361.000000;0.065309
9360.000000;0.064966
9359.000000;0.064646
9358.000000;0.064280
9357.000000;0.063883
9356.000000;0.063524
9355.000000;0.063277
9354.000000;0.063191
9353.000000;0.063206
9352.000000;0.063144
9351.000000;0.062860
9350.000000;0.062385
9349.000000;0.061858
9348.000000;0.061359
9347.000000;0.060917
9346.000000;0.060568
9345.000000;0.060311
9344.000000;0.060079
9343.000000;0.059847
9342.000000;0.059694
9341.000000;0.059620
9340.000000;0.059417
9339.000000;0.058904
9338.000000;0.058206
9337.000000;0.057616
9336.000000;0.057246
9335.000000;0.056996
9334.000000;0.056784
9333.000000;0.056616
9332.000000;0.056451
9331.000000;0.056215
9330.000000;0.055936
9329.000000;0.055702
9328.000000;0.055471
9327.000000;0.055117
9326.000000;0.054640
9325.000000;0.054201
9324.000000;0.053908
9323.000000;0.053728
9322.000000;0.053582
9321.000000;0.053404
9320.000000;0.053115
9319.000000;0.052685
9318.000000;0.052221
9317.000000;0.051876
9316.000000;0.051661
9315.000000;0.051456
9314.000000;0.051195
9313.000000;0.050892
9312.000000;0.050551
9311.000000;0.050161
9310.000000;0.049794
9309.000000;0.049551
9308.000000;0.049411
9307.000000;0.049255
9306.000000;0.049017
9305.000000;0.048722
9304.000000;0.048382
9303.000000;0.048005
9302.000000;0.047669
9301.000000;0.047471
9300.000000;0.047372
9299.000000;0.047217
9298.000000;0.046899
9297.000000;0.046453
9296.000000;0.045992
9295.000000;0.045641
9294.000000;0.045490
9293.000000;0.045500
9292.000000;0.045475
9291.000000;0.045215
9290.000000;0.044693
9289.000000;0.044044
9288.000000;0.043434
9287.000000;0.042996
9286.000000;0.042812
9285.000000;0.042831
9284.000000;0.042875
9283.000000;0.042796
9282.000000;0.042599
9281.000000;0.042327
9280.000000;0.041945
9279.000000;0.041445
9278.000000;0.040959
9277.000000;0.040646
9276.000000;0.040512
9275.000000;0.040454
9274.000000;0.040396
9273.000000;0.040280
9272.000000;0.040005
9271.000000;0.039541
9270.000000;0.039032
9269.000000;0.038658
9268.000000;0.038426
9267.000000;0.038202
9266.000000;0.037905
9265.000000;0.037565
9264.000000;0.037253
9263.000000;0.037033
9262.000000;0.036926
9261.000000;0.036833
9260.000000;0.036570
9259.000000;0.036098
9258.000000;0.035608
9257.000000;0.035308
9256.000000;0.035186
9255.000000;0.035095
9254.000000;0.034945
9253.000000;0.034700
9252.000000;0.034309
9251.000000;0.033789
9250.000000;0.033279
9249.000000;0.032907
9248.000000;0.032666
9247.000000;0.032516
9246.000000;0.032471
9245.000000;0.032460
9244.000000;0.032269
9243.000000;0.031782
9242.000000;0.031168
9241.000000;0.030698
9240.000000;0.030461
9239.000000;0.030370
9238.000000;0.030328
9237.000000;0.030225
9236.000000;0.029949
9235.000000;0.029533
9234.000000;0.029179
9233.000000;0.028982
9232.000000;0.028781
9231.000000;0.028447
9230.000000;0.028118
9229.000000;0.027930
9228.000000;0.027721
9227.000000;0.027269
9226.000000;0.026704
9225.000000;0.026367
9224.000000;0.026333
9223.000000;0.026357
9222.000000;0.026260
9221.000000;0.026079
9220.000000;0.025861
9219.000000;0.025570
9218.000000;0.025233
9217.000000;0.024975
9216.000000;0.024838
9215.000000;0.024737
9214.000000;0.024601
9213.000000;0.024421
9212.000000;0.024168
9211.000000;0.023819
9210.000000;0.023439
9209.000000;0.023118
9208.000000;0.022852
9207.000000;0.022601
9206.000000;0.022379
9205.000000;0.022178
9204.000000;0.021889
9203.000000;0.021470
9202.000000;0.021106
9201.000000;0.021006
9200.000000;0.021108
9199.000000;0.021158
9198.000000;0.021018
9197.000000;0.020736
9196.000000;0.020379
9195.000000;0.019994
9194.000000;0.019674
9193.000000;0.019483
9192.000000;0.019331
9191.000000;0.019110
9190.000000;0.018869
9189.000000;0.018705
9188.000000;0.018532
9187.000000;0.018186
9186.000000;0.017708
9185.000000;0.017301
9184.000000;0.017053
9183.000000;0.016880
9182.000000;0.016740
9181.000000;0.016669
9180.000000;0.016626
9179.000000;0.016497
9178.000000;0.016253
9177.000000;0.015957
9176.000000;0.015628
9175.000000;0.015250
9174.000000;0.014904
9173.000000;0.014708
9172.000000;0.014639
9171.000000;0.014557
9170.000000;0.014401
9169.000000;0.014216
9168.000000;0.014017
9167.000000;0.013762
9166.000000;0.013447
9165.000000;0.013083
9164.000000;0.012645
9163.000000;0.012164
9162.000000;0.011798
9161.000000;0.011654
9160.000000;0.011600
9159.000000;0.011425
9158.000000;0.011114
9157.000000;0.010814
9156.000000;0.010590
9155.000000;0.010400
9154.000000;0.010252
9153.000000;0.010176
9152.000000;0.010088
9151.000000;0.009872
9150.000000;0.009586
9149.000000;0.009397
9148.000000;0.009317
9147.000000;0.009203
9146.000000;0.008992
9145.000000;0.008753
9144.000000;0.008512
9143.000000;0.008213
9142.000000;0.007855
9141.000000;0.007520
9140.000000;0.007240
9139.000000;0.006996
9138.000000;0.006824
9137.000000;0.006775
9136.000000;0.006772
9135.000000;0.006668
9134.000000;0.006435
9133.000000;0.006168
9132.000000;0.005921
9131.000000;0.005683
9130.000000;0.005472
9129.000000;0.005317
9128.000000;0.005161
9127.000000;0.004928
9126.000000;0.004668
9125.000000;0.004480
9124.000000;0.004332
9123.000000;0.004111
