Criado como novo conjunto de dados;"Jao_teste_celulas.spp","12124.4 Secs"
cm-1;Abs
10000.000000;2.159475
9999.000000;2.155314
9998.000000;2.152848
9997.000000;2.152571
9996.000000;2.153120
9995.000000;2.153099
9994.000000;2.152199
9993.000000;2.150718
9992.000000;2.148391
9991.000000;2.144826
9990.000000;2.140592
9989.000000;2.136976
9988.000000;2.134829
9987.000000;2.134252
9986.000000;2.135167
9985.000000;2.137465
9984.000000;2.140395
9983.000000;2.142836
9982.000000;2.144783
9981.000000;2.147557
9980.000000;2.151708
9979.000000;2.155411
9978.000000;2.156049
9977.000000;2.153282
9976.000000;2.149411
9975.000000;2.146761
9974.000000;2.145898
9973.000000;2.146344
9972.000000;2.147774
9971.000000;2.149838
9970.000000;2.151317
9969.000000;2.150637
9968.000000;2.147715
9967.000000;2.144736
9966.000000;2.144570
9965.000000;2.148233
9964.000000;2.153635
9963.000000;2.156862
9962.000000;2.155380
9961.000000;2.150192
9960.000000;2.144410
9959.000000;2.140455
9958.000000;2.139012
9957.000000;2.139297
9956.000000;2.139586
9955.000000;2.138269
9954.000000;2.135301
9953.000000;2.132575
9952.000000;2.132096
9951.000000;2.133612
9950.000000;2.134675
9949.000000;2.133433
9948.000000;2.130783
9947.000000;2.129218
9946.000000;2.130150
9945.000000;2.132786
9944.000000;2.135010
9943.000000;2.134989
9942.000000;2.132337
9941.000000;2.128242
9940.000000;2.124685
9939.000000;2.123124
9938.000000;2.123508
9937.000000;2.124503
9936.000000;2.124700
9935.000000;2.123544
9934.000000;2.121451
9933.000000;2.119606
9932.000000;2.119731
9931.000000;2.123270
9930.000000;2.129705
9929.000000;2.135763
9928.000000;2.137682
9927.000000;2.135054
9926.000000;2.131450
9925.000000;2.130761
9924.000000;2.133728
9923.000000;2.138071
9922.000000;2.140842
9921.000000;2.140025
9920.000000;2.135057
9919.000000;2.127639
9918.000000;2.121579
9917.000000;2.119999
9916.000000;2.122363
9915.000000;2.125011
9914.000000;2.125089
9913.000000;2.122981
