Criado como novo conjunto de dados;"Jao_teste_celulas.spp","10684.1 Secs"
cm-1;Abs
10000.000000;1.964371
9999.000000;1.965952
9998.000000;1.966694
9997.000000;1.965571
9996.000000;1.963587
9995.000000;1.962920
9994.000000;1.964435
9993.000000;1.966751
9992.000000;1.967838
9991.000000;1.967257
9990.000000;1.966233
9989.000000;1.966095
9988.000000;1.967294
9987.000000;1.969540
9986.000000;1.971884
9985.000000;1.972738
9984.000000;1.970824
9983.000000;1.966572
9982.000000;1.962019
9981.000000;1.958944
9980.000000;1.957477
9979.000000;1.956575
9978.000000;1.955389
9977.000000;1.953918
9976.000000;1.952753
9975.000000;1.952573
9974.000000;1.953503
9973.000000;1.954772
9972.000000;1.955371
9971.000000;1.955295
9970.000000;1.955682
9969.000000;1.957190
9968.000000;1.958616
9967.000000;1.957883
9966.000000;1.954371
9965.000000;1.949643
9964.000000;1.945830
9963.000000;1.944096
9962.000000;1.944715
9961.000000;1.947590
9960.000000;1.951902
9959.000000;1.955721
9958.000000;1.957022
9957.000000;1.955554
9956.000000;1.953028
9955.000000;1.951051
9954.000000;1.949610
9953.000000;1.947982
9952.000000;1.946328
9951.000000;1.945485
9950.000000;1.945312
9949.000000;1.944321
9948.000000;1.941716
9947.000000;1.939094
9946.000000;1.939038
9945.000000;1.942101
9944.000000;1.945711
9943.000000;1.946418
9942.000000;1.943247
9941.000000;1.938307
9940.000000;1.934372
9939.000000;1.932591
9938.000000;1.932433
9937.000000;1.933090
9936.000000;1.934289
9935.000000;1.935914
9934.000000;1.937530
9933.000000;1.938724
9932.000000;1.939511
9931.000000;1.939752
9930.000000;1.938486
9929.000000;1.934836
9928.000000;1.929700
9927.000000;1.925517
9926.000000;1.923878
9925.000000;1.924019
9924.000000;1.924116
9923.000000;1.923563
9922.000000;1.923180
9921.000000;1.923501
9920.000000;1.923919
9919.000000;1.923719
9918.000000;1.923203
9917.000000;1.923396
9916.000000;1.924986
9915.000000;1.927658
9914.000000;1.930114
9913.000000;1.930778
9912.000000;1.929279
9911.000000;1.927311
9910.000000;1.927065
9909.000000;1.928913
9908.000000;1.931390
9907.000000;1.933217
9906.000000;1.934360
9905.000000;1.934875
9904.000000;1.933909
9903.000000;1.930863
9902.000000;1.926876
9901.000000;1.924026
9900.000000;1.923176
9899.000000;1.923279
9898.000000;1.922905
9897.000000;1.921965
9896.000000;1.921573
9895.000000;1.922580
9894.000000;1.924558
9893.000000;1.926169
9892.000000;1.926574
9891.000000;1.926363
9890.000000;1.926732
9889.000000;1.927787
9888.000000;1.928158
9887.000000;1.926585
9886.000000;1.923519
9885.000000;1.920621
9884.000000;1.918921
9883.000000;1.917989
9882.000000;1.916929
9881.000000;1.915689
9880.000000;1.915049
9879.000000;1.915440
9878.000000;1.916161
9877.000000;1.916048
9876.000000;1.914865
9875.000000;1.913648
9874.000000;1.913443
9873.000000;1.914089
9872.000000;1.914678
9871.000000;1.914846
9870.000000;1.914884
9869.000000;1.914692
9868.000000;1.913598
9867.000000;1.911514
9866.000000;1.909548
9865.000000;1.909053
9864.000000;1.910412
9863.000000;1.912823
9862.000000;1.914696
9861.000000;1.914157
9860.000000;1.910230
9859.000000;1.904237
9858.000000;1.899256
9857.000000;1.897471
9856.000000;1.898510
9855.000000;1.900660
9854.000000;1.902990
9853.000000;1.905426
9852.000000;1.907328
9851.000000;1.907403
9850.000000;1.905305
9849.000000;1.902345
9848.000000;1.900236
9847.000000;1.899792
9846.000000;1.900775
9845.000000;1.901900
9844.000000;1.900974
9843.000000;1.896563
9842.000000;1.890155
9841.000000;1.885577
9840.000000;1.885524
9839.000000;1.889089
9838.000000;1.893006
9837.000000;1.894984
9836.000000;1.895208
9835.000000;1.894861
9834.000000;1.894579
9833.000000;1.894776
9832.000000;1.896304
9831.000000;1.899677
9830.000000;1.903840
9829.000000;1.906578
9828.000000;1.906402
9827.000000;1.903592
9826.000000;1.899377
9825.000000;1.894853
9824.000000;1.890942
9823.000000;1.888536
9822.000000;1.887840
9821.000000;1.887900
9820.000000;1.887618
9819.000000;1.887207
9818.000000;1.887841
9817.000000;1.889774
9816.000000;1.891667
9815.000000;1.892192
9814.000000;1.891582
9813.000000;1.890854
9812.000000;1.890085
9811.000000;1.888387
9810.000000;1.885453
9809.000000;1.882300
9808.000000;1.880309
9807.000000;1.880043
9806.000000;1.881106
9805.000000;1.882804
9804.000000;1.884713
9803.000000;1.886689
9802.000000;1.888407
9801.000000;1.889109
9800.000000;1.888136
9799.000000;1.885687
9798.000000;1.882730
9797.000000;1.880158
9796.000000;1.878410
9795.000000;1.877799
9794.000000;1.878372
9793.000000;1.879291
9792.000000;1.879277
9791.000000;1.878054
9790.000000;1.876732
9789.000000;1.876350
9788.000000;1.876690
9787.000000;1.876978
9786.000000;1.877021
9785.000000;1.876980
9784.000000;1.876694
9783.000000;1.876149
9782.000000;1.876080
9781.000000;1.877048
9780.000000;1.878258
9779.000000;1.878357
9778.000000;1.877218
9777.000000;1.875857
9776.000000;1.874749
9775.000000;1.873512
9774.000000;1.872152
9773.000000;1.871218
9772.000000;1.870572
9771.000000;1.869281
9770.000000;1.867080
9769.000000;1.864922
9768.000000;1.863638
9767.000000;1.863030
9766.000000;1.862687
9765.000000;1.862732
9764.000000;1.863349
9763.000000;1.864328
9762.000000;1.865535
9761.000000;1.867267
9760.000000;1.869374
9759.000000;1.870449
9758.000000;1.869008
9757.000000;1.865290
9756.000000;1.861025
9755.000000;1.857818
9754.000000;1.856399
9753.000000;1.856932
9752.000000;1.859095
9751.000000;1.861889
9750.000000;1.864103
9749.000000;1.865259
9748.000000;1.865828
9747.000000;1.866418
9746.000000;1.866850
9745.000000;1.866039
9744.000000;1.862985
9743.000000;1.858209
9742.000000;1.853968
9741.000000;1.852362
9740.000000;1.853177
9739.000000;1.854168
9738.000000;1.853769
9737.000000;1.852795
9736.000000;1.852992
9735.000000;1.854832
9734.000000;1.857487
9733.000000;1.860088
9732.000000;1.861970
9731.000000;1.862317
9730.000000;1.860959
9729.000000;1.859203
9728.000000;1.858439
9727.000000;1.858032
9726.000000;1.855983
9725.000000;1.851918
9724.000000;1.848066
9723.000000;1.846693
9722.000000;1.847711
9721.000000;1.849342
9720.000000;1.850169
9719.000000;1.849725
9718.000000;1.847866
9717.000000;1.844736
9716.000000;1.841127
9715.000000;1.837993
9714.000000;1.835634
9713.000000;1.834022
9712.000000;1.833758
9711.000000;1.835831
9710.000000;1.840206
9709.000000;1.845211
9708.000000;1.848679
9707.000000;1.849570
9706.000000;1.848396
9705.000000;1.846383
9704.000000;1.844465
9703.000000;1.842870
9702.000000;1.841456
9701.000000;1.840382
9700.000000;1.840210
