Criado como novo conjunto de dados;"Jao_teste_celulas.spp","5462.9 Secs"
cm-1;Abs
10000.000000;1.243732
9999.000000;1.243077
9998.000000;1.242787
9997.000000;1.242668
9996.000000;1.241882
9995.000000;1.239980
9994.000000;1.237677
9993.000000;1.236247
9992.000000;1.236263
9991.000000;1.237215
9990.000000;1.238239
9989.000000;1.238876
9988.000000;1.239095
9987.000000;1.238964
9986.000000;1.238508
9985.000000;1.237756
9984.000000;1.236815
9983.000000;1.235982
9982.000000;1.235682
9981.000000;1.236039
9980.000000;1.236516
9979.000000;1.236327
9978.000000;1.235317
9977.000000;1.234132
9976.000000;1.233388
9975.000000;1.233028
9974.000000;1.232687
9973.000000;1.232339
9972.000000;1.232226
9971.000000;1.232327
9970.000000;1.232322
9969.000000;1.232027
9968.000000;1.231566
9967.000000;1.231033
9966.000000;1.230298
9965.000000;1.229294
9964.000000;1.228296
9963.000000;1.227734
9962.000000;1.227767
9961.000000;1.228092
9960.000000;1.228173
9959.000000;1.227668
9958.000000;1.226685
9957.000000;1.225593
9956.000000;1.224616
9955.000000;1.223702
9954.000000;1.222776
9953.000000;1.221964
9952.000000;1.221445
9951.000000;1.221193
9950.000000;1.221010
9949.000000;1.220729
9948.000000;1.220256
9947.000000;1.219521
9946.000000;1.218573
9945.000000;1.217651
9944.000000;1.217009
9943.000000;1.216663
9942.000000;1.216425
9941.000000;1.216146
9940.000000;1.215778
9939.000000;1.215294
9938.000000;1.214727
9937.000000;1.214287
9936.000000;1.214243
9935.000000;1.214623
9934.000000;1.215179
9933.000000;1.215672
9932.000000;1.216069
9931.000000;1.216394
9930.000000;1.216537
9929.000000;1.216321
9928.000000;1.215700
9927.000000;1.214761
9926.000000;1.213563
9925.000000;1.212109
9924.000000;1.210544
9923.000000;1.209295
9922.000000;1.208865
9921.000000;1.209348
9920.000000;1.210135
9919.000000;1.210266
9918.000000;1.209257
9917.000000;1.207551
9916.000000;1.206079
9915.000000;1.205451
9914.000000;1.205613
9913.000000;1.206140
9912.000000;1.206620
9911.000000;1.206790
9910.000000;1.206578
9909.000000;1.206167
9908.000000;1.205917
9907.000000;1.206065
9906.000000;1.206497
9905.000000;1.206805
9904.000000;1.206523
9903.000000;1.205390
9902.000000;1.203559
9901.000000;1.201642
9900.000000;1.200359
9899.000000;1.199986
9898.000000;1.200158
9897.000000;1.200266
9896.000000;1.200023
9895.000000;1.199583
9894.000000;1.199264
9893.000000;1.199274
9892.000000;1.199621
9891.000000;1.200067
9890.000000;1.200232
9889.000000;1.199917
