Criado como novo conjunto de dados;"Jao_teste_celulas.spp","1682.3 Secs"
cm-1;Abs
10000.000000;0.838960
9999.000000;0.839497
9998.000000;0.840032
9997.000000;0.840576
9996.000000;0.841033
9995.000000;0.841138
9994.000000;0.840788
9993.000000;0.840017
9992.000000;0.838920
9991.000000;0.837750
9990.000000;0.836834
9989.000000;0.836374
9988.000000;0.836330
9987.000000;0.836502
9986.000000;0.836608
9985.000000;0.836301
9984.000000;0.835338
9983.000000;0.833899
9982.000000;0.832597
9981.000000;0.831938
9980.000000;0.831811
9979.000000;0.831658
9978.000000;0.831148
9977.000000;0.830480
9976.000000;0.829998
9975.000000;0.829751
9974.000000;0.829538
9973.000000;0.829223
9972.000000;0.828823
9971.000000;0.828384
9970.000000;0.827941
9969.000000;0.827558
9968.000000;0.827271
9967.000000;0.826977
9966.000000;0.826504
9965.000000;0.825804
9964.000000;0.825006
9963.000000;0.824304
9962.000000;0.823847
9961.000000;0.823704
9960.000000;0.823812
9959.000000;0.823942
9958.000000;0.823779
9957.000000;0.823128
9956.000000;0.822039
9955.000000;0.820782
9954.000000;0.819727
9953.000000;0.819179
9952.000000;0.819184
9951.000000;0.819431
9950.000000;0.819443
9949.000000;0.818950
9948.000000;0.818113
9947.000000;0.817371
9946.000000;0.817059
9945.000000;0.817137
9944.000000;0.817206
9943.000000;0.816796
9942.000000;0.815737
9941.000000;0.814309
9940.000000;0.813035
9939.000000;0.812289
9938.000000;0.812118
9937.000000;0.812375
9936.000000;0.812895
9935.000000;0.813487
9934.000000;0.813860
9933.000000;0.813740
9932.000000;0.813094
9931.000000;0.812134
9930.000000;0.811058
9929.000000;0.809901
9928.000000;0.808724
9927.000000;0.807797
9926.000000;0.807394
9925.000000;0.807397
9924.000000;0.807313
9923.000000;0.806804
9922.000000;0.806068
9921.000000;0.805568
9920.000000;0.805465
9919.000000;0.805477
9918.000000;0.805249
9917.000000;0.804685
9916.000000;0.803942
9915.000000;0.803231
9914.000000;0.802674
