Criado como novo conjunto de dados;"Jao_teste_celulas.spp","7023.5 Secs"
cm-1;Abs
10000.000000;1.304845
9999.000000;1.304635
9998.000000;1.305392
9997.000000;1.306776
9996.000000;1.308118
9995.000000;1.309135
9994.000000;1.309618
9993.000000;1.309534
9992.000000;1.308804
9991.000000;1.307550
9990.000000;1.306003
9989.000000;1.304424
9988.000000;1.302990
9987.000000;1.301834
9986.000000;1.301063
9985.000000;1.300702
9984.000000;1.300646
9983.000000;1.300743
9982.000000;1.300898
9981.000000;1.301063
9980.000000;1.301139
9979.000000;1.300988
9978.000000;1.300585
9977.000000;1.300102
9976.000000;1.299728
9975.000000;1.299418
9974.000000;1.298917
9973.000000;1.298049
9972.000000;1.296918
9971.000000;1.295787
9970.000000;1.294880
9969.000000;1.294357
9968.000000;1.294357
9967.000000;1.294873
9966.000000;1.295567
9965.000000;1.295856
9964.000000;1.295285
9963.000000;1.293838
9962.000000;1.291956
9961.000000;1.290346
9960.000000;1.289630
9959.000000;1.289923
9958.000000;1.290714
9957.000000;1.291290
9956.000000;1.291354
9955.000000;1.291130
9954.000000;1.290923
9953.000000;1.290814
9952.000000;1.290853
9951.000000;1.291202
9950.000000;1.291806
9949.000000;1.292110
9948.000000;1.291451
9947.000000;1.289826
9946.000000;1.288018
9945.000000;1.286851
9944.000000;1.286464
9943.000000;1.286357
9942.000000;1.286040
9941.000000;1.285445
9940.000000;1.284768
9939.000000;1.284113
9938.000000;1.283445
9937.000000;1.282798
9936.000000;1.282288
9935.000000;1.281871
9934.000000;1.281331
9933.000000;1.280665
9932.000000;1.280307
9931.000000;1.280634
9930.000000;1.281266
9929.000000;1.281215
9928.000000;1.279905
9927.000000;1.277882
9926.000000;1.276320
9925.000000;1.275950
9924.000000;1.276577
9923.000000;1.277483
9922.000000;1.278097
9921.000000;1.278282
9920.000000;1.278118
9919.000000;1.277539
9918.000000;1.276341
9917.000000;1.274580
9916.000000;1.272817
9915.000000;1.271673
9914.000000;1.271177
9913.000000;1.270824
9912.000000;1.270319
9911.000000;1.269911
9910.000000;1.269797
9909.000000;1.269615
9908.000000;1.268912
9907.000000;1.267925
9906.000000;1.267420
9905.000000;1.267779
9904.000000;1.268611
9903.000000;1.269287
9902.000000;1.269510
9901.000000;1.269233
9900.000000;1.268379
9899.000000;1.266995
9898.000000;1.265505
9897.000000;1.264476
9896.000000;1.264091
9895.000000;1.264039
9894.000000;1.263958
9893.000000;1.263881
9892.000000;1.264120
9891.000000;1.264775
9890.000000;1.265491
9889.000000;1.265776
9888.000000;1.265492
9887.000000;1.264863
9886.000000;1.264012
9885.000000;1.262719
9884.000000;1.260856
9883.000000;1.258915
9882.000000;1.257756
9881.000000;1.257762
9880.000000;1.258419
9879.000000;1.258817
9878.000000;1.258482
9877.000000;1.257649
9876.000000;1.256830
9875.000000;1.256219
9874.000000;1.255524
9873.000000;1.254353
9872.000000;1.252792
9871.000000;1.251498
9870.000000;1.251114
9869.000000;1.251614
9868.000000;1.252357
9867.000000;1.252766
9866.000000;1.252773
9865.000000;1.252561
9864.000000;1.252166
9863.000000;1.251559
9862.000000;1.250942
9861.000000;1.250648
9860.000000;1.250746
9859.000000;1.250966
9858.000000;1.251072
9857.000000;1.251114
9856.000000;1.251143
9855.000000;1.250877
9854.000000;1.249942
9853.000000;1.248476
9852.000000;1.247210
9851.000000;1.246757
9850.000000;1.246968
9849.000000;1.247160
9848.000000;1.246932
9847.000000;1.246505
9846.000000;1.246234
9845.000000;1.246082
9844.000000;1.245763
9843.000000;1.245218
9842.000000;1.244636
9841.000000;1.244056
9840.000000;1.243262
9839.000000;1.242143
9838.000000;1.240991
9837.000000;1.240306
9836.000000;1.240352
9835.000000;1.240927
9834.000000;1.241512
9833.000000;1.241649
9832.000000;1.241284
9831.000000;1.240751
9830.000000;1.240354
9829.000000;1.240043
9828.000000;1.239576
9827.000000;1.238885
9826.000000;1.238082
9825.000000;1.237186
9824.000000;1.236139
9823.000000;1.235129
9822.000000;1.234576
