Criado como novo conjunto de dados;"Jao_teste_celulas.spp","11704.6 Secs"
cm-1;Abs
10000.000000;2.036342
9999.000000;2.043444
9998.000000;2.050664
9997.000000;2.058006
9996.000000;2.065485
9995.000000;2.073066
9994.000000;2.080838
9993.000000;2.088643
9992.000000;2.096786
9991.000000;2.104725
9990.000000;2.113589
9989.000000;2.118770
9988.000000;2.116531
9987.000000;2.110741
9986.000000;2.105721
9985.000000;2.104247
9984.000000;2.105784
9983.000000;2.108849
9982.000000;2.111956
9981.000000;2.113546
9980.000000;2.112514
9979.000000;2.109806
9978.000000;2.107918
9977.000000;2.107815
9976.000000;2.107551
9975.000000;2.105191
9974.000000;2.101954
9973.000000;2.100425
9972.000000;2.100908
9971.000000;2.101442
9970.000000;2.100537
9969.000000;2.098448
9968.000000;2.095935
9967.000000;2.093321
9966.000000;2.091347
9965.000000;2.091328
9964.000000;2.093326
9963.000000;2.095174
9962.000000;2.094510
9961.000000;2.091436
9960.000000;2.088254
9959.000000;2.086965
9958.000000;2.087849
9957.000000;2.090245
9956.000000;2.093739
9955.000000;2.097826
9954.000000;2.101011
9953.000000;2.101248
9952.000000;2.097606
9951.000000;2.091368
9950.000000;2.085271
9949.000000;2.081628
9948.000000;2.081163
9947.000000;2.083153
9946.000000;2.086115
9945.000000;2.088387
9944.000000;2.088997
9943.000000;2.088241
9942.000000;2.086656
9941.000000;2.084123
9940.000000;2.080887
9939.000000;2.078653
9938.000000;2.079398
9937.000000;2.082532
9936.000000;2.084692
9935.000000;2.083822
9934.000000;2.081831
9933.000000;2.081407
9932.000000;2.081908
9931.000000;2.080719
9930.000000;2.077967
9929.000000;2.076697
9928.000000;2.077710
9927.000000;2.077634
9926.000000;2.073994
9925.000000;2.069578
9924.000000;2.069371
9923.000000;2.074544
9922.000000;2.080951
9921.000000;2.083151
9920.000000;2.079115
9919.000000;2.071240
9918.000000;2.063990
9917.000000;2.060707
9916.000000;2.061510
9915.000000;2.063865
9914.000000;2.065695
9913.000000;2.067441
9912.000000;2.070138
9911.000000;2.072609
9910.000000;2.072665
9909.000000;2.070500
9908.000000;2.068301
9907.000000;2.067022
9906.000000;2.065938
9905.000000;2.065024
9904.000000;2.065745
9903.000000;2.069040
9902.000000;2.073886
9901.000000;2.078285
