Criado como novo conjunto de dados;"Jao_teste_celulas.spp","3782.8 Secs"
cm-1;Abs
10000.000000;0.912677
9999.000000;0.912282
9998.000000;0.911800
9997.000000;0.911196
9996.000000;0.910382
9995.000000;0.909333
9994.000000;0.908282
9993.000000;0.907628
9992.000000;0.907608
9991.000000;0.908014
9990.000000;0.908313
9989.000000;0.908114
9988.000000;0.907512
9987.000000;0.906922
9986.000000;0.906589
9985.000000;0.906331
9984.000000;0.905795
9983.000000;0.904882
9982.000000;0.903859
9981.000000;0.903057
9980.000000;0.902537
9979.000000;0.902062
9978.000000;0.901400
9977.000000;0.900626
9976.000000;0.900097
9975.000000;0.900088
9974.000000;0.900458
9973.000000;0.900764
9972.000000;0.900689
9971.000000;0.900299
9970.000000;0.899873
9969.000000;0.899578
9968.000000;0.899367
9967.000000;0.899074
9966.000000;0.898512
9965.000000;0.897580
9964.000000;0.896425
9963.000000;0.895442
9962.000000;0.894971
9961.000000;0.894965
9960.000000;0.895020
9959.000000;0.894728
9958.000000;0.893976
9957.000000;0.892952
9956.000000;0.891992
9955.000000;0.891415
9954.000000;0.891362
9953.000000;0.891698
9952.000000;0.892064
9951.000000;0.892108
9950.000000;0.891722
9949.000000;0.891099
9948.000000;0.890575
9947.000000;0.890348
9946.000000;0.890303
9945.000000;0.890099
9944.000000;0.889481
9943.000000;0.888507
9942.000000;0.887491
9941.000000;0.886740
9940.000000;0.886358
9939.000000;0.886229
9938.000000;0.886129
9937.000000;0.885881
9936.000000;0.885465
9935.000000;0.884977
9934.000000;0.884450
9933.000000;0.883785
9932.000000;0.882923
9931.000000;0.882041
9930.000000;0.881454
9929.000000;0.881288
9928.000000;0.881354
9927.000000;0.881344
9926.000000;0.881110
9925.000000;0.880745
9924.000000;0.880428
9923.000000;0.880215
9922.000000;0.879945
9921.000000;0.879384
9920.000000;0.878523
9919.000000;0.877689
9918.000000;0.877230
9917.000000;0.877119
9916.000000;0.877005
9915.000000;0.876671
9914.000000;0.876256
9913.000000;0.875929
9912.000000;0.875537
9911.000000;0.874817
9910.000000;0.873854
9909.000000;0.873051
9908.000000;0.872580
9907.000000;0.872133
9906.000000;0.871368
9905.000000;0.870431
9904.000000;0.869818
9903.000000;0.869784
9902.000000;0.870096
9901.000000;0.870343
9900.000000;0.870296
9899.000000;0.869929
9898.000000;0.869305
9897.000000;0.868582
9896.000000;0.867960
9895.000000;0.867452
9894.000000;0.866817
9893.000000;0.865905
9892.000000;0.865026
9891.000000;0.864707
9890.000000;0.865080
9889.000000;0.865658
9888.000000;0.865817
9887.000000;0.865342
9886.000000;0.864436
9885.000000;0.863400
9884.000000;0.862501
9883.000000;0.862010
9882.000000;0.862100
9881.000000;0.862602
9880.000000;0.863004
9879.000000;0.862813
9878.000000;0.861897
9877.000000;0.860522
9876.000000;0.859134
9875.000000;0.858127
9874.000000;0.857678
9873.000000;0.857672
9872.000000;0.857754
9871.000000;0.857525
9870.000000;0.856780
9869.000000;0.855621
9868.000000;0.854370
9867.000000;0.853382
9866.000000;0.852893
9865.000000;0.852970
9864.000000;0.853490
9863.000000;0.854106
9862.000000;0.854319
9861.000000;0.853765
9860.000000;0.852546
9859.000000;0.851209
9858.000000;0.850307
9857.000000;0.849984
9856.000000;0.850015
9855.000000;0.850153
9854.000000;0.850315
9853.000000;0.850440
9852.000000;0.850345
9851.000000;0.849845
9850.000000;0.848975
9849.000000;0.847986
9848.000000;0.847106
9847.000000;0.846363
9846.000000;0.845667
9845.000000;0.845012
9844.000000;0.844548
9843.000000;0.844413
9842.000000;0.844533
9841.000000;0.844626
9840.000000;0.844445
9839.000000;0.843987
9838.000000;0.843453
9837.000000;0.843017
9836.000000;0.842695
9835.000000;0.842397
9834.000000;0.842059
