Criado como novo conjunto de dados;"Jao_teste_celulas.spp","4563.0 Secs"
cm-1;Abs
10000.000000;0.996404
9999.000000;0.996239
9998.000000;0.995734
9997.000000;0.994976
9996.000000;0.994384
9995.000000;0.994154
9994.000000;0.994059
9993.000000;0.993744
9992.000000;0.993174
9991.000000;0.992586
9990.000000;0.992162
9989.000000;0.991864
9988.000000;0.991536
9987.000000;0.991065
9986.000000;0.990483
9985.000000;0.989994
9984.000000;0.989830
9983.000000;0.989945
9982.000000;0.989913
9981.000000;0.989272
9980.000000;0.987979
9979.000000;0.986459
9978.000000;0.985236
9977.000000;0.984620
9976.000000;0.984653
9975.000000;0.985149
9974.000000;0.985737
9973.000000;0.986009
9972.000000;0.985752
9971.000000;0.985049
9970.000000;0.984165
9969.000000;0.983392
9968.000000;0.982898
9967.000000;0.982571
9966.000000;0.982053
9965.000000;0.981145
9964.000000;0.980185
9963.000000;0.979828
9962.000000;0.980316
9961.000000;0.981155
9960.000000;0.981612
9959.000000;0.981375
9958.000000;0.980585
9957.000000;0.979442
9956.000000;0.978095
9955.000000;0.976867
9954.000000;0.976220
9953.000000;0.976319
9952.000000;0.976773
9951.000000;0.976975
9950.000000;0.976669
9949.000000;0.976126
9948.000000;0.975773
9947.000000;0.975710
9946.000000;0.975615
9945.000000;0.975122
9944.000000;0.974232
9943.000000;0.973291
9942.000000;0.972588
9941.000000;0.972114
9940.000000;0.971724
9939.000000;0.971346
9938.000000;0.970888
9937.000000;0.970135
9936.000000;0.969018
9935.000000;0.967920
9934.000000;0.967407
9933.000000;0.967597
9932.000000;0.968008
9931.000000;0.968134
9930.000000;0.967942
9929.000000;0.967683
9928.000000;0.967409
9927.000000;0.966937
9926.000000;0.966199
9925.000000;0.965406
9924.000000;0.964802
9923.000000;0.964413
9922.000000;0.964067
9921.000000;0.963582
9920.000000;0.962916
9919.000000;0.962200
9918.000000;0.961633
9917.000000;0.961296
9916.000000;0.961055
9915.000000;0.960727
9914.000000;0.960293
9913.000000;0.959898
9912.000000;0.959663
9911.000000;0.959585
9910.000000;0.959612
9909.000000;0.959681
9908.000000;0.959648
9907.000000;0.959319
9906.000000;0.958680
9905.000000;0.958032
9904.000000;0.957708
9903.000000;0.957683
9902.000000;0.957598
9901.000000;0.957184
9900.000000;0.956541
9899.000000;0.955927
9898.000000;0.955406
9897.000000;0.954835
9896.000000;0.954103
9895.000000;0.953241
9894.000000;0.952342
9893.000000;0.951544
9892.000000;0.951058
9891.000000;0.951024
9890.000000;0.951263
9889.000000;0.951345
9888.000000;0.951009
9887.000000;0.950419
9886.000000;0.949902
9885.000000;0.949544
9884.000000;0.949164
9883.000000;0.948602
9882.000000;0.947884
9881.000000;0.947142
9880.000000;0.946517
9879.000000;0.946120
9878.000000;0.945945
9877.000000;0.945798
9876.000000;0.945446
9875.000000;0.944880
9874.000000;0.944335
9873.000000;0.943988
9872.000000;0.943732
9871.000000;0.943313
9870.000000;0.942650
9869.000000;0.941942
9868.000000;0.941469
9867.000000;0.941338
9866.000000;0.941432
9865.000000;0.941572
9864.000000;0.941643
9863.000000;0.941579
9862.000000;0.941294
9861.000000;0.940751
9860.000000;0.940089
9859.000000;0.939584
9858.000000;0.939404
9857.000000;0.939424
9856.000000;0.939321
9855.000000;0.938845
9854.000000;0.938002
9853.000000;0.937029
9852.000000;0.936219
9851.000000;0.935683
9850.000000;0.935280
9849.000000;0.934840
9848.000000;0.934412
9847.000000;0.934151
9846.000000;0.933956
9845.000000;0.933460
9844.000000;0.932508
9843.000000;0.931421
9842.000000;0.930612
9841.000000;0.930091
9840.000000;0.929612
9839.000000;0.929165
9838.000000;0.929007
9837.000000;0.929208
9836.000000;0.929438
9835.000000;0.929303
9834.000000;0.928742
9833.000000;0.928016
9832.000000;0.927455
9831.000000;0.927218
9830.000000;0.927164
9829.000000;0.926922
9828.000000;0.926240
9827.000000;0.925324
9826.000000;0.924659
9825.000000;0.924470
9824.000000;0.924528
9823.000000;0.924513
9822.000000;0.924392
9821.000000;0.924323
9820.000000;0.924352
9819.000000;0.924352
9818.000000;0.924158
9817.000000;0.923663
9816.000000;0.922851
9815.000000;0.921848
9814.000000;0.920869
9813.000000;0.920035
9812.000000;0.919322
9811.000000;0.918694
9810.000000;0.918182
9809.000000;0.917773
9808.000000;0.917392
9807.000000;0.917080
9806.000000;0.917043
9805.000000;0.917377
9804.000000;0.917852
9803.000000;0.918073
9802.000000;0.917808
9801.000000;0.917052
9800.000000;0.915931
9799.000000;0.914720
9798.000000;0.913828
9797.000000;0.913519
9796.000000;0.913617
9795.000000;0.913641
9794.000000;0.913267
9793.000000;0.912558
9792.000000;0.911779
9791.000000;0.911130
9790.000000;0.910659
9789.000000;0.910309
9788.000000;0.909964
9787.000000;0.909533
9786.000000;0.909030
9785.000000;0.908549
9784.000000;0.908178
9783.000000;0.907982
9782.000000;0.907998
9781.000000;0.908153
9780.000000;0.908181
9779.000000;0.907798
9778.000000;0.907019
9777.000000;0.906207
9776.000000;0.905720
9775.000000;0.905548
9774.000000;0.905368
9773.000000;0.904936
9772.000000;0.904313
9771.000000;0.903691
9770.000000;0.903110
9769.000000;0.902483
9768.000000;0.901850
9767.000000;0.901417
9766.000000;0.901254
9765.000000;0.901094
9764.000000;0.900622
9763.000000;0.899899
9762.000000;0.899313
9761.000000;0.899107
9760.000000;0.899128
9759.000000;0.899079
9758.000000;0.898852
9757.000000;0.898514
9756.000000;0.898137
9755.000000;0.897760
9754.000000;0.897438
9753.000000;0.897166
9752.000000;0.896805
9751.000000;0.896207
9750.000000;0.895383
9749.000000;0.894503
9748.000000;0.893739
9747.000000;0.893180
9746.000000;0.892854
9745.000000;0.892753
9744.000000;0.892850
9743.000000;0.893129
9742.000000;0.893539
9741.000000;0.893919
9740.000000;0.894012
9739.000000;0.893649
9738.000000;0.892896
9737.000000;0.892003
9736.000000;0.891251
9735.000000;0.890811
9734.000000;0.890632
9733.000000;0.890433
9732.000000;0.889933
9731.000000;0.889169
9730.000000;0.888485
9729.000000;0.888139
9728.000000;0.888024
9727.000000;0.887855
9726.000000;0.887486
9725.000000;0.886935
9724.000000;0.886234
9723.000000;0.885437
9722.000000;0.884706
9721.000000;0.884224
9720.000000;0.884040
9719.000000;0.884068
9718.000000;0.884169
9717.000000;0.884132
9716.000000;0.883711
9715.000000;0.882849
9714.000000;0.881820
9713.000000;0.880960
9712.000000;0.880327
9711.000000;0.879787
9710.000000;0.879358
9709.000000;0.879203
9708.000000;0.879290
9707.000000;0.879320
9706.000000;0.879074
9705.000000;0.878655
9704.000000;0.878278
9703.000000;0.877991
9702.000000;0.877711
9701.000000;0.877388
9700.000000;0.877004
9699.000000;0.876497
9698.000000;0.875827
9697.000000;0.875088
9696.000000;0.874480
9695.000000;0.874174
9694.000000;0.874193
9693.000000;0.874365
9692.000000;0.874377
9691.000000;0.873992
9690.000000;0.873261
9689.000000;0.872457
9688.000000;0.871794
9687.000000;0.871286
9686.000000;0.870886
9685.000000;0.870607
9684.000000;0.870417
9683.000000;0.870151
9682.000000;0.869655
9681.000000;0.868984
