Criado como novo conjunto de dados;"Jao_teste_celulas.spp","8103.5 Secs"
cm-1;Abs
10000.000000;1.502334
9999.000000;1.502727
9998.000000;1.502905
9997.000000;1.502462
9996.000000;1.502124
9995.000000;1.502817
9994.000000;1.504238
9993.000000;1.505038
9992.000000;1.503969
9991.000000;1.501000
9990.000000;1.497314
9989.000000;1.494546
9988.000000;1.493700
9987.000000;1.494406
9986.000000;1.495248
9985.000000;1.495193
9984.000000;1.494648
9983.000000;1.494697
9982.000000;1.495460
9981.000000;1.495805
9980.000000;1.494832
9979.000000;1.493140
9978.000000;1.492209
9977.000000;1.492806
9976.000000;1.494407
9975.000000;1.495925
9974.000000;1.496605
9973.000000;1.496346
9972.000000;1.495544
9971.000000;1.494669
9970.000000;1.493816
9969.000000;1.492630
9968.000000;1.490902
9967.000000;1.489106
9966.000000;1.488007
9965.000000;1.487770
9964.000000;1.487835
9963.000000;1.487679
9962.000000;1.487300
9961.000000;1.486804
9960.000000;1.485977
9959.000000;1.484627
9958.000000;1.483019
9957.000000;1.481607
9956.000000;1.480512
9955.000000;1.479607
9954.000000;1.478993
9953.000000;1.478971
9952.000000;1.479533
9951.000000;1.480162
9950.000000;1.480223
9949.000000;1.479462
9948.000000;1.478167
9947.000000;1.477014
9946.000000;1.476624
9945.000000;1.477001
9944.000000;1.477405
9943.000000;1.477061
9942.000000;1.476041
9941.000000;1.475213
9940.000000;1.475302
9939.000000;1.476188
9938.000000;1.477097
9937.000000;1.477241
9936.000000;1.476296
9935.000000;1.474604
9934.000000;1.473046
9933.000000;1.472411
9932.000000;1.472678
9931.000000;1.473100
9930.000000;1.473087
9929.000000;1.472779
9928.000000;1.472555
9927.000000;1.472335
9926.000000;1.471801
9925.000000;1.471105
9924.000000;1.470822
9923.000000;1.471107
9922.000000;1.471357
9921.000000;1.470949
9920.000000;1.470010
9919.000000;1.469137
9918.000000;1.468588
9917.000000;1.468082
9916.000000;1.467311
9915.000000;1.466337
9914.000000;1.465455
