Criado como novo conjunto de dados;"Jao_teste_celulas.spp","9904.2 Secs"
cm-1;Abs
10000.000000;1.796142
9999.000000;1.790872
9998.000000;1.787880
9997.000000;1.787897
9996.000000;1.789501
9995.000000;1.790945
9994.000000;1.791634
9993.000000;1.792428
9992.000000;1.793771
9991.000000;1.794710
9990.000000;1.793898
9989.000000;1.791415
9988.000000;1.788754
9987.000000;1.787069
9986.000000;1.785980
9985.000000;1.784329
9984.000000;1.781751
9983.000000;1.779125
9982.000000;1.777669
9981.000000;1.777880
9980.000000;1.779318
9979.000000;1.781102
9978.000000;1.782501
9977.000000;1.783243
9976.000000;1.783362
9975.000000;1.782908
9974.000000;1.782060
9973.000000;1.781273
9972.000000;1.780977
9971.000000;1.781231
9970.000000;1.781895
9969.000000;1.782968
9968.000000;1.784322
9967.000000;1.785114
9966.000000;1.784078
9965.000000;1.780840
9964.000000;1.776627
9963.000000;1.773251
9962.000000;1.771521
9961.000000;1.770849
9960.000000;1.770212
9959.000000;1.769277
9958.000000;1.768675
9957.000000;1.769247
9956.000000;1.770972
9955.000000;1.772695
9954.000000;1.773215
9953.000000;1.772693
9952.000000;1.772551
9951.000000;1.773742
9950.000000;1.775502
9949.000000;1.776244
9948.000000;1.775411
9947.000000;1.773795
9946.000000;1.772190
9945.000000;1.770429
9944.000000;1.767917
9943.000000;1.764656
9942.000000;1.761567
9941.000000;1.759988
9940.000000;1.760777
9939.000000;1.763545
9938.000000;1.766742
9937.000000;1.768838
9936.000000;1.769459
9935.000000;1.769133
9934.000000;1.768223
9933.000000;1.766703
9932.000000;1.764771
9931.000000;1.762893
9930.000000;1.761151
9929.000000;1.759325
9928.000000;1.757839
9927.000000;1.757884
9926.000000;1.760042
9925.000000;1.763221
9924.000000;1.765383
9923.000000;1.765202
9922.000000;1.762749
9921.000000;1.758920
9920.000000;1.754849
9919.000000;1.751650
9918.000000;1.749927
9917.000000;1.749391
9916.000000;1.749411
9915.000000;1.749943
9914.000000;1.751531
9913.000000;1.754350
9912.000000;1.757681
9911.000000;1.760422
9910.000000;1.761779
9909.000000;1.761390
9908.000000;1.759242
9907.000000;1.755838
9906.000000;1.752253
9905.000000;1.749742
9904.000000;1.749087
9903.000000;1.750108
9902.000000;1.751718
9901.000000;1.752663
9900.000000;1.752449
9899.000000;1.751520
9898.000000;1.750495
9897.000000;1.749451
9896.000000;1.748150
9895.000000;1.746714
9894.000000;1.745667
9893.000000;1.745359
9892.000000;1.745744
9891.000000;1.746611
9890.000000;1.747615
9889.000000;1.748088
9888.000000;1.747405
9887.000000;1.745676
9886.000000;1.743673
9885.000000;1.741939
9884.000000;1.740484
9883.000000;1.739482
9882.000000;1.739485
9881.000000;1.740383
9880.000000;1.740722
9879.000000;1.739093
9878.000000;1.736126
9877.000000;1.734139
9876.000000;1.734582
9875.000000;1.736508
9874.000000;1.737827
9873.000000;1.737526
9872.000000;1.736198
9871.000000;1.734891
9870.000000;1.734256
9869.000000;1.734542
9868.000000;1.735546
9867.000000;1.736458
9866.000000;1.736427
9865.000000;1.735641
9864.000000;1.735370
9863.000000;1.736474
9862.000000;1.738182
9861.000000;1.738858
9860.000000;1.737830
9859.000000;1.735887
9858.000000;1.733982
9857.000000;1.732259
9856.000000;1.730554
9855.000000;1.729100
9854.000000;1.728177
9853.000000;1.727503
9852.000000;1.726564
9851.000000;1.725426
9850.000000;1.724747
9849.000000;1.725020
9848.000000;1.726174
9847.000000;1.727860
9846.000000;1.729677
9845.000000;1.731097
9844.000000;1.731574
9843.000000;1.730892
9842.000000;1.729189
9841.000000;1.726681
9840.000000;1.723845
9839.000000;1.721731
9838.000000;1.721241
9837.000000;1.721939
9836.000000;1.722289
9835.000000;1.721403
9834.000000;1.720071
9833.000000;1.719699
9832.000000;1.720670
9831.000000;1.722222
9830.000000;1.723482
9829.000000;1.724039
9828.000000;1.723780
9827.000000;1.722882
9826.000000;1.721888
9825.000000;1.721218
9824.000000;1.720667
9823.000000;1.719905
9822.000000;1.719346
9821.000000;1.719720
9820.000000;1.720801
9819.000000;1.721407
9818.000000;1.720819
9817.000000;1.719342
9816.000000;1.717219
9815.000000;1.714058
9814.000000;1.709965
9813.000000;1.706257
9812.000000;1.704071
9811.000000;1.702847
9810.000000;1.701165
9809.000000;1.699022
9808.000000;1.698199
9807.000000;1.700010
9806.000000;1.703499
9805.000000;1.706333
9804.000000;1.707132
9803.000000;1.706546
9802.000000;1.706204
9801.000000;1.706934
9800.000000;1.708030
9799.000000;1.708094
9798.000000;1.706562
9797.000000;1.704243
9796.000000;1.702157
9795.000000;1.700283
9794.000000;1.698078
9793.000000;1.695989
9792.000000;1.695484
9791.000000;1.697236
9790.000000;1.699969
9789.000000;1.701700
9788.000000;1.701795
9787.000000;1.701164
9786.000000;1.700673
9785.000000;1.700267
9784.000000;1.699714
9783.000000;1.699345
9782.000000;1.699557
9781.000000;1.700079
9780.000000;1.700265
9779.000000;1.700006
9778.000000;1.699939
9777.000000;1.700603
9776.000000;1.701581
9775.000000;1.701730
9774.000000;1.700422
9773.000000;1.698409
9772.000000;1.697168
9771.000000;1.697287
9770.000000;1.697761
9769.000000;1.697237
9768.000000;1.695804
9767.000000;1.694834
9766.000000;1.695026
9765.000000;1.695419
9764.000000;1.694677
9763.000000;1.692700
9762.000000;1.690362
9761.000000;1.688249
9760.000000;1.686511
9759.000000;1.685560
9758.000000;1.685904
9757.000000;1.687090
9756.000000;1.687611
9755.000000;1.686417
9754.000000;1.684171
9753.000000;1.682486
9752.000000;1.682229
9751.000000;1.682978
9750.000000;1.683790
9749.000000;1.684006
9748.000000;1.683508
9747.000000;1.682638
9746.000000;1.681847
9745.000000;1.681137
9744.000000;1.679949
9743.000000;1.677941
9742.000000;1.675738
9741.000000;1.674456
9740.000000;1.674521
9739.000000;1.675357
9738.000000;1.676168
9737.000000;1.676638
9736.000000;1.676854
9735.000000;1.676955
9734.000000;1.677020
9733.000000;1.677043
9732.000000;1.676926
9731.000000;1.676683
9730.000000;1.676692
9729.000000;1.677344
9728.000000;1.678363
9727.000000;1.678925
9726.000000;1.678669
9725.000000;1.678092
9724.000000;1.677582
9723.000000;1.676660
9722.000000;1.674861
9721.000000;1.672987
9720.000000;1.672546
9719.000000;1.673852
9718.000000;1.675314
9717.000000;1.674971
9716.000000;1.672507
9715.000000;1.669384
9714.000000;1.667245
9713.000000;1.666657
9712.000000;1.667195
9711.000000;1.668084
9710.000000;1.668662
9709.000000;1.668649
9708.000000;1.668263
9707.000000;1.667961
9706.000000;1.667966
9705.000000;1.667971
9704.000000;1.667348
9703.000000;1.665690
9702.000000;1.663357
9701.000000;1.661592
9700.000000;1.661821
9699.000000;1.664343
9698.000000;1.667623
9697.000000;1.669361
9696.000000;1.668582
9695.000000;1.666329
9694.000000;1.664107
9693.000000;1.662200
9692.000000;1.659998
9691.000000;1.657528
9690.000000;1.655816
9689.000000;1.655657
9688.000000;1.656575
9687.000000;1.657274
9686.000000;1.656878
9685.000000;1.655571
9684.000000;1.654273
9683.000000;1.653820
9682.000000;1.654252
9681.000000;1.654806
9680.000000;1.654856
9679.000000;1.654755
9678.000000;1.655189
9677.000000;1.655733
9676.000000;1.654968
9675.000000;1.652496
9674.000000;1.649966
9673.000000;1.649299
9672.000000;1.650559
9671.000000;1.652336
9670.000000;1.653678
9669.000000;1.654607
9668.000000;1.654941
9667.000000;1.653979
9666.000000;1.651751
9665.000000;1.649481
9664.000000;1.648251
9663.000000;1.647925
9662.000000;1.647825
9661.000000;1.647781
9660.000000;1.647963
9659.000000;1.648209
9658.000000;1.648175
9657.000000;1.647877
9656.000000;1.647557
9655.000000;1.647254
9654.000000;1.646918
9653.000000;1.646653
9652.000000;1.646402
9651.000000;1.645682
9650.000000;1.644128
9649.000000;1.642117
9648.000000;1.640381
9647.000000;1.639175
9646.000000;1.638285
9645.000000;1.637697
9644.000000;1.637767
9643.000000;1.638771
9642.000000;1.640581
9641.000000;1.642678
9640.000000;1.644233
9639.000000;1.644359
9638.000000;1.642784
9637.000000;1.640230
9636.000000;1.637761
9635.000000;1.635886
9634.000000;1.634546
9633.000000;1.633651
9632.000000;1.633178
9631.000000;1.632966
9630.000000;1.632895
9629.000000;1.633245
9628.000000;1.634348
9627.000000;1.635850
9626.000000;1.636792
9625.000000;1.636522
9624.000000;1.635230
9623.000000;1.633578
9622.000000;1.632257
9621.000000;1.631857
9620.000000;1.632530
9619.000000;1.633613
9618.000000;1.634057
9617.000000;1.633454
9616.000000;1.632178
9615.000000;1.630484
9614.000000;1.628183
9613.000000;1.625548
9612.000000;1.623823
9611.000000;1.624060
9610.000000;1.625766
9609.000000;1.627407
9608.000000;1.628221
9607.000000;1.628846
9606.000000;1.630042
9605.000000;1.631462
9604.000000;1.632068
9603.000000;1.631384
9602.000000;1.629900
9601.000000;1.628365
9600.000000;1.627082
9599.000000;1.625875
9598.000000;1.624422
9597.000000;1.622578
9596.000000;1.620628
9595.000000;1.619270
9594.000000;1.619107
9593.000000;1.619973
9592.000000;1.620989
9591.000000;1.621480
9590.000000;1.621640
9589.000000;1.621960
9588.000000;1.622249
9587.000000;1.621808
9586.000000;1.620600
9585.000000;1.619569
9584.000000;1.619463
9583.000000;1.619856
9582.000000;1.619832
9581.000000;1.619171
9580.000000;1.618223
9579.000000;1.617002
9578.000000;1.615252
9577.000000;1.613333
9576.000000;1.612132
9575.000000;1.611839
9574.000000;1.611511
9573.000000;1.610369
9572.000000;1.609073
9571.000000;1.609067
9570.000000;1.610832
9569.000000;1.613206
9568.000000;1.614362
9567.000000;1.613309
9566.000000;1.610542
9565.000000;1.607546
9564.000000;1.605757
9563.000000;1.605749
9562.000000;1.607095
9561.000000;1.608884
9560.000000;1.610423
9559.000000;1.611512
9558.000000;1.612200
9557.000000;1.612456
9556.000000;1.612104
9555.000000;1.610969
9554.000000;1.609076
9553.000000;1.606809
9552.000000;1.604869
9551.000000;1.603843
9550.000000;1.603655
9549.000000;1.603494
9548.000000;1.602558
9547.000000;1.600975
9546.000000;1.599778
9545.000000;1.599799
9544.000000;1.600783
9543.000000;1.601757
9542.000000;1.602162
9541.000000;1.602351
9540.000000;1.602943
9539.000000;1.604075
9538.000000;1.605422
9537.000000;1.606514
9536.000000;1.606770
9535.000000;1.605642
9534.000000;1.603214
9533.000000;1.600415
9532.000000;1.598165
9531.000000;1.596412
9530.000000;1.594461
9529.000000;1.592225
9528.000000;1.590626
9527.000000;1.590580
9526.000000;1.591992
9525.000000;1.593905
9524.000000;1.595289
9523.000000;1.595518
9522.000000;1.594424
9521.000000;1.592392
9520.000000;1.590388
9519.000000;1.589499
9518.000000;1.590116
9517.000000;1.591505
9516.000000;1.592348
9515.000000;1.591874
9514.000000;1.590415
9513.000000;1.588813
9512.000000;1.587502
9511.000000;1.586476
9510.000000;1.585930
9509.000000;1.586288
9508.000000;1.587464
9507.000000;1.588629
9506.000000;1.589105
9505.000000;1.589050
9504.000000;1.588813
9503.000000;1.588107
9502.000000;1.586554
9501.000000;1.584664
9500.000000;1.583465
9499.000000;1.583304
9498.000000;1.583677
9497.000000;1.584133
9496.000000;1.584568
9495.000000;1.584644
9494.000000;1.583868
9493.000000;1.582542
9492.000000;1.581804
9491.000000;1.582262
9490.000000;1.583217
9489.000000;1.583713
9488.000000;1.583766
9487.000000;1.583965
9486.000000;1.584279
9485.000000;1.584007
9484.000000;1.582762
9483.000000;1.581010
9482.000000;1.579669
9481.000000;1.579480
9480.000000;1.580606
9479.000000;1.582456
9478.000000;1.584019
9477.000000;1.584643
9476.000000;1.584388
9475.000000;1.583479
9474.000000;1.581737
9473.000000;1.578908
9472.000000;1.575320
9471.000000;1.571850
9470.000000;1.569376
9469.000000;1.568404
9468.000000;1.568806
9467.000000;1.569709
9466.000000;1.570129
9465.000000;1.570094
9464.000000;1.570678
9463.000000;1.572428
9462.000000;1.574247
9461.000000;1.574469
9460.000000;1.572779
9459.000000;1.570336
9458.000000;1.568265
9457.000000;1.566873
9456.000000;1.566145
9455.000000;1.566066
9454.000000;1.566268
9453.000000;1.566134
9452.000000;1.565544
9451.000000;1.564998
9450.000000;1.564788
9449.000000;1.564601
9448.000000;1.564166
9447.000000;1.563730
9446.000000;1.563559
9445.000000;1.563418
9444.000000;1.562915
9443.000000;1.562061
9442.000000;1.561195
9441.000000;1.560656
9440.000000;1.560747
9439.000000;1.561643
9438.000000;1.562965
9437.000000;1.563716
9436.000000;1.563142
9435.000000;1.561576
9434.000000;1.560119
9433.000000;1.559615
9432.000000;1.560163
9431.000000;1.561307
9430.000000;1.562316
9429.000000;1.562465
9428.000000;1.561463
9427.000000;1.559706
9426.000000;1.557988
9425.000000;1.556959
9424.000000;1.556789
9423.000000;1.557087
9422.000000;1.557031
9421.000000;1.556010
9420.000000;1.554507
9419.000000;1.553929
9418.000000;1.555022
9417.000000;1.556698
9416.000000;1.557009
9415.000000;1.555370
9414.000000;1.553200
9413.000000;1.552202
9412.000000;1.552624
9411.000000;1.553419
9410.000000;1.553595
9409.000000;1.553006
9408.000000;1.552141
9407.000000;1.551650
9406.000000;1.551977
9405.000000;1.552933
9404.000000;1.553544
9403.000000;1.552720
9402.000000;1.550356
9401.000000;1.547592
9400.000000;1.545801
9399.000000;1.545376
9398.000000;1.545567
9397.000000;1.545398
9396.000000;1.544620
9395.000000;1.543789
9394.000000;1.543586
9393.000000;1.544152
9392.000000;1.544978
9391.000000;1.545347
9390.000000;1.544927
9389.000000;1.544022
