Criado como novo conjunto de dados;"2706_e01_daniel.spp","87486.4 Secs"
cm-1;Abs
10000.000000;0.640695
9999.000000;0.640595
9998.000000;0.640495
9997.000000;0.640396
9996.000000;0.640296
9995.000000;0.640196
9994.000000;0.640096
9993.000000;0.639998
9992.000000;0.639895
9991.000000;0.639802
9990.000000;0.639688
9989.000000;0.639660
9988.000000;0.639718
9987.000000;0.639886
9986.000000;0.640309
9985.000000;0.640884
9984.000000;0.641356
9983.000000;0.641505
9982.000000;0.641320
9981.000000;0.640903
9980.000000;0.640324
9979.000000;0.639667
9978.000000;0.639186
9977.000000;0.639171
9976.000000;0.639562
9975.000000;0.639911
9974.000000;0.639889
9973.000000;0.639676
9972.000000;0.639653
9971.000000;0.639865
9970.000000;0.640057
9969.000000;0.640104
9968.000000;0.640080
9967.000000;0.639964
9966.000000;0.639608
9965.000000;0.639003
9964.000000;0.638343
9963.000000;0.637787
9962.000000;0.637447
9961.000000;0.637549
9960.000000;0.638241
9959.000000;0.639139
9958.000000;0.639456
9957.000000;0.638856
9956.000000;0.637925
9955.000000;0.637523
9954.000000;0.637843
9953.000000;0.638340
9952.000000;0.638480
9951.000000;0.638289
9950.000000;0.638138
9949.000000;0.638183
9948.000000;0.638155
9947.000000;0.637697
9946.000000;0.636878
9945.000000;0.636258
9944.000000;0.636340
9943.000000;0.636992
9942.000000;0.637569
9941.000000;0.637600
9940.000000;0.637194
9939.000000;0.636729
9938.000000;0.636390
9937.000000;0.636152
9936.000000;0.636012
9935.000000;0.636009
9934.000000;0.636074
9933.000000;0.636049
9932.000000;0.635863
9931.000000;0.635581
9930.000000;0.635310
9929.000000;0.635101
9928.000000;0.634934
9927.000000;0.634721
9926.000000;0.634403
9925.000000;0.634106
9924.000000;0.634127
9923.000000;0.634631
9922.000000;0.635389
9921.000000;0.635924
9920.000000;0.635941
9919.000000;0.635563
9918.000000;0.635159
9917.000000;0.635014
9916.000000;0.635148
9915.000000;0.635370
9914.000000;0.635451
9913.000000;0.635294
9912.000000;0.635008
9911.000000;0.634832
9910.000000;0.634952
9909.000000;0.635324
9908.000000;0.635657
9907.000000;0.635620
9906.000000;0.635120
9905.000000;0.634380
9904.000000;0.633718
9903.000000;0.633272
9902.000000;0.632977
9901.000000;0.632729
9900.000000;0.632480
9899.000000;0.632197
9898.000000;0.631867
9897.000000;0.631577
9896.000000;0.631506
9895.000000;0.631744
9894.000000;0.632149
9893.000000;0.632422
9892.000000;0.632347
9891.000000;0.631952
9890.000000;0.631481
9889.000000;0.631213
9888.000000;0.631249
9887.000000;0.631435
9886.000000;0.631506
9885.000000;0.631319
9884.000000;0.630970
9883.000000;0.630682
9882.000000;0.630634
9881.000000;0.630879
9880.000000;0.631392
9879.000000;0.632101
9878.000000;0.632839
9877.000000;0.633320
9876.000000;0.633280
9875.000000;0.632698
9874.000000;0.631846
9873.000000;0.631058
9872.000000;0.630474
9871.000000;0.630056
9870.000000;0.629772
9869.000000;0.629634
9868.000000;0.629595
9867.000000;0.629594
9866.000000;0.629688
9865.000000;0.629977
9864.000000;0.630340
9863.000000;0.630460
9862.000000;0.630221
9861.000000;0.629879
9860.000000;0.629706
9859.000000;0.629658
9858.000000;0.629575
9857.000000;0.629524
9856.000000;0.629660
9855.000000;0.629854
9854.000000;0.629782
9853.000000;0.629390
9852.000000;0.629014
9851.000000;0.628970
9850.000000;0.629237
9849.000000;0.629574
9848.000000;0.629740
9847.000000;0.629558
9846.000000;0.628982
9845.000000;0.628245
9844.000000;0.627792
9843.000000;0.627905
9842.000000;0.628431
9841.000000;0.628941
9840.000000;0.629095
9839.000000;0.628832
9838.000000;0.628330
9837.000000;0.627885
9836.000000;0.627741
9835.000000;0.627943
9834.000000;0.628336
9833.000000;0.628686
9832.000000;0.628762
9831.000000;0.628367
9830.000000;0.627453
9829.000000;0.626268
9828.000000;0.625246
9827.000000;0.624682
9826.000000;0.624557
9825.000000;0.624714
9824.000000;0.625053
9823.000000;0.625482
9822.000000;0.625848
9821.000000;0.626028
9820.000000;0.626044
9819.000000;0.625968
9818.000000;0.625793
9817.000000;0.625483
9816.000000;0.625120
9815.000000;0.624850
9814.000000;0.624718
9813.000000;0.624636
9812.000000;0.624532
9811.000000;0.624441
9810.000000;0.624430
9809.000000;0.624500
9808.000000;0.624603
9807.000000;0.624732
9806.000000;0.624950
9805.000000;0.625278
9804.000000;0.625574
9803.000000;0.625582
9802.000000;0.625180
9801.000000;0.624561
9800.000000;0.624096
9799.000000;0.624005
9798.000000;0.624204
9797.000000;0.624426
9796.000000;0.624417
9795.000000;0.624033
9794.000000;0.623326
9793.000000;0.622617
9792.000000;0.622356
9791.000000;0.622752
9790.000000;0.623558
9789.000000;0.624290
9788.000000;0.624638
9787.000000;0.624594
9786.000000;0.624258
9785.000000;0.623689
9784.000000;0.623006
9783.000000;0.622447
9782.000000;0.622213
9781.000000;0.622272
9780.000000;0.622412
9779.000000;0.622454
9778.000000;0.622372
9777.000000;0.622249
9776.000000;0.622227
9775.000000;0.622483
9774.000000;0.623098
9773.000000;0.623840
9772.000000;0.624228
9771.000000;0.623970
9770.000000;0.623358
9769.000000;0.623022
9768.000000;0.623254
9767.000000;0.623684
9766.000000;0.623726
9765.000000;0.623231
9764.000000;0.622609
9763.000000;0.622339
9762.000000;0.622504
9761.000000;0.622783
9760.000000;0.622785
9759.000000;0.622363
9758.000000;0.621715
9757.000000;0.621204
9756.000000;0.621045
9755.000000;0.621114
9754.000000;0.621085
9753.000000;0.620761
9752.000000;0.620227
9751.000000;0.619714
9750.000000;0.619375
9749.000000;0.619222
9748.000000;0.619193
9747.000000;0.619232
9746.000000;0.619311
9745.000000;0.619394
9744.000000;0.619388
9743.000000;0.619174
9742.000000;0.618773
9741.000000;0.618433
9740.000000;0.618432
9739.000000;0.618763
9738.000000;0.619123
9737.000000;0.619265
9736.000000;0.619251
9735.000000;0.619255
9734.000000;0.619249
9733.000000;0.619045
9732.000000;0.618647
9731.000000;0.618353
9730.000000;0.618471
9729.000000;0.618999
9728.000000;0.619620
9727.000000;0.619914
9726.000000;0.619584
9725.000000;0.618652
9724.000000;0.617510
9723.000000;0.616700
9722.000000;0.616492
9721.000000;0.616720
9720.000000;0.617050
9719.000000;0.617311
9718.000000;0.617481
9717.000000;0.617514
9716.000000;0.617394
9715.000000;0.617306
9714.000000;0.617477
9713.000000;0.617820
9712.000000;0.617955
9711.000000;0.617686
9710.000000;0.617284
9709.000000;0.617131
9708.000000;0.617256
9707.000000;0.617376
9706.000000;0.617289
9705.000000;0.617044
9704.000000;0.616799
9703.000000;0.616691
9702.000000;0.616819
9701.000000;0.617139
9700.000000;0.617378
9699.000000;0.617221
9698.000000;0.616688
9697.000000;0.616182
9696.000000;0.616090
9695.000000;0.616395
9694.000000;0.616713
9693.000000;0.616670
9692.000000;0.616229
9691.000000;0.615706
9690.000000;0.615510
9689.000000;0.615797
9688.000000;0.616337
9687.000000;0.616724
9686.000000;0.616725
9685.000000;0.616419
9684.000000;0.616040
9683.000000;0.615775
9682.000000;0.615671
9681.000000;0.615627
9680.000000;0.615472
9679.000000;0.615130
9678.000000;0.614719
9677.000000;0.614415
9676.000000;0.614242
9675.000000;0.614099
9674.000000;0.613979
9673.000000;0.613991
9672.000000;0.614145
9671.000000;0.614272
9670.000000;0.614233
9669.000000;0.614115
9668.000000;0.614124
9667.000000;0.614330
9666.000000;0.614580
9665.000000;0.614620
9664.000000;0.614293
9663.000000;0.613680
9662.000000;0.613090
9661.000000;0.612845
9660.000000;0.613020
9659.000000;0.613415
9658.000000;0.613777
9657.000000;0.613973
9656.000000;0.613964
9655.000000;0.613734
9654.000000;0.613338
9653.000000;0.612930
9652.000000;0.612653
9651.000000;0.612522
9650.000000;0.612417
9649.000000;0.612198
9648.000000;0.611808
9647.000000;0.611347
9646.000000;0.611038
9645.000000;0.611047
9644.000000;0.611291
9643.000000;0.611498
9642.000000;0.611466
9641.000000;0.611236
9640.000000;0.611011
9639.000000;0.610993
9638.000000;0.611285
9637.000000;0.611831
9636.000000;0.612374
9635.000000;0.612589
9634.000000;0.612352
9633.000000;0.611858
9632.000000;0.611438
9631.000000;0.611252
9630.000000;0.611193
9629.000000;0.611051
9628.000000;0.610772
9627.000000;0.610554
9626.000000;0.610659
9625.000000;0.611087
9624.000000;0.611502
9623.000000;0.611550
9622.000000;0.611188
9621.000000;0.610630
9620.000000;0.610066
9619.000000;0.609583
9618.000000;0.609275
9617.000000;0.609210
9616.000000;0.609317
9615.000000;0.609473
9614.000000;0.609693
9613.000000;0.610025
9612.000000;0.610298
9611.000000;0.610219
9610.000000;0.609769
9609.000000;0.609268
9608.000000;0.608944
9607.000000;0.608701
9606.000000;0.608408
9605.000000;0.608165
9604.000000;0.608106
9603.000000;0.608135
9602.000000;0.608087
9601.000000;0.608028
9600.000000;0.608175
9599.000000;0.608581
9598.000000;0.609070
9597.000000;0.609431
9596.000000;0.609537
9595.000000;0.609334
9594.000000;0.608890
9593.000000;0.608431
9592.000000;0.608195
9591.000000;0.608247
9590.000000;0.608467
9589.000000;0.608661
9588.000000;0.608622
9587.000000;0.608234
9586.000000;0.607645
9585.000000;0.607262
9584.000000;0.607388
9583.000000;0.607866
9582.000000;0.608207
9581.000000;0.608074
9580.000000;0.607575
9579.000000;0.607101
9578.000000;0.606942
9577.000000;0.607048
9576.000000;0.607127
9575.000000;0.606974
9574.000000;0.606722
9573.000000;0.606666
9572.000000;0.606859
9571.000000;0.607021
9570.000000;0.606897
9569.000000;0.606568
9568.000000;0.606300
9567.000000;0.606213
9566.000000;0.606225
9565.000000;0.606220
9564.000000;0.606116
9563.000000;0.605868
