Criado como novo conjunto de dados;"2706_e01_daniel.spp","23403.3 Secs"
cm-1;Abs
10000.000000;0.743556
9999.000000;0.743039
9998.000000;0.742522
9997.000000;0.742006
9996.000000;0.741489
9995.000000;0.740976
9994.000000;0.740458
9993.000000;0.739952
9992.000000;0.739426
9991.000000;0.738936
9990.000000;0.738374
9989.000000;0.738142
9988.000000;0.738419
9987.000000;0.738787
9986.000000;0.738928
9985.000000;0.738637
9984.000000;0.738088
9983.000000;0.737643
9982.000000;0.737479
9981.000000;0.737379
9980.000000;0.737061
9979.000000;0.736538
9978.000000;0.735999
9977.000000;0.735507
9976.000000;0.735064
9975.000000;0.734836
9974.000000;0.735038
9973.000000;0.735606
9972.000000;0.736233
9971.000000;0.736703
9970.000000;0.736993
9969.000000;0.737084
9968.000000;0.736919
9967.000000;0.736585
9966.000000;0.736344
9965.000000;0.736385
9964.000000;0.736668
9963.000000;0.737006
9962.000000;0.737206
9961.000000;0.737129
9960.000000;0.736748
9959.000000;0.736219
9958.000000;0.735804
9957.000000;0.735682
9956.000000;0.735848
9955.000000;0.736129
9954.000000;0.736252
9953.000000;0.735999
9952.000000;0.735406
9951.000000;0.734791
9950.000000;0.734448
9949.000000;0.734369
9948.000000;0.734339
9947.000000;0.734233
9946.000000;0.734126
9945.000000;0.734151
9944.000000;0.734389
9943.000000;0.734837
9942.000000;0.735349
9941.000000;0.735630
9940.000000;0.735422
9939.000000;0.734732
9938.000000;0.733828
9937.000000;0.733027
9936.000000;0.732532
9935.000000;0.732379
9934.000000;0.732405
9933.000000;0.732349
9932.000000;0.732091
9931.000000;0.731797
9930.000000;0.731749
9929.000000;0.732082
9928.000000;0.732716
9927.000000;0.733437
9926.000000;0.733931
9925.000000;0.733888
9924.000000;0.733261
9923.000000;0.732405
9922.000000;0.731817
9921.000000;0.731733
9920.000000;0.732057
9919.000000;0.732568
9918.000000;0.733070
9917.000000;0.733429
9916.000000;0.733616
9915.000000;0.733698
9914.000000;0.733669
9913.000000;0.733388
9912.000000;0.732798
9911.000000;0.732147
9910.000000;0.731799
9909.000000;0.731840
9908.000000;0.732002
9907.000000;0.731986
9906.000000;0.731728
9905.000000;0.731390
9904.000000;0.731197
9903.000000;0.731250
9902.000000;0.731389
9901.000000;0.731281
9900.000000;0.730768
9899.000000;0.730081
9898.000000;0.729579
9897.000000;0.729352
9896.000000;0.729224
9895.000000;0.729081
9894.000000;0.728974
9893.000000;0.728922
9892.000000;0.728858
9891.000000;0.728810
9890.000000;0.728937
9889.000000;0.729263
9888.000000;0.729563
9887.000000;0.729603
9886.000000;0.729404
9885.000000;0.729170
9884.000000;0.729079
9883.000000;0.729191
9882.000000;0.729460
9881.000000;0.729689
9880.000000;0.729612
9879.000000;0.729168
9878.000000;0.728669
9877.000000;0.728524
9876.000000;0.728789
9875.000000;0.729091
9874.000000;0.729047
9873.000000;0.728651
9872.000000;0.728207
9871.000000;0.727959
9870.000000;0.727917
9869.000000;0.728000
9868.000000;0.728155
9867.000000;0.728271
9866.000000;0.728135
9865.000000;0.727656
9864.000000;0.727089
9863.000000;0.726858
9862.000000;0.727095
9861.000000;0.727519
9860.000000;0.727783
9859.000000;0.727819
9858.000000;0.727743
9857.000000;0.727577
9856.000000;0.727241
9855.000000;0.726744
9854.000000;0.726225
9853.000000;0.725790
9852.000000;0.725437
9851.000000;0.725163
9850.000000;0.725048
9849.000000;0.725198
9848.000000;0.725633
9847.000000;0.726236
9846.000000;0.726788
9845.000000;0.727075
9844.000000;0.726990
9843.000000;0.726569
9842.000000;0.725961
9841.000000;0.725367
9840.000000;0.724968
9839.000000;0.724826
9838.000000;0.724842
9837.000000;0.724883
9836.000000;0.724941
9835.000000;0.725097
9834.000000;0.725308
9833.000000;0.725375
9832.000000;0.725172
9831.000000;0.724789
9830.000000;0.724373
9829.000000;0.723923
9828.000000;0.723362
9827.000000;0.722731
9826.000000;0.722205
9825.000000;0.721948
9824.000000;0.722051
9823.000000;0.722535
9822.000000;0.723283
9821.000000;0.723994
9820.000000;0.724326
9819.000000;0.724179
9818.000000;0.723781
9817.000000;0.723468
9816.000000;0.723395
9815.000000;0.723465
9814.000000;0.723483
9813.000000;0.723352
9812.000000;0.723128
9811.000000;0.722934
9810.000000;0.722873
9809.000000;0.723020
9808.000000;0.723395
9807.000000;0.723869
9806.000000;0.724166
9805.000000;0.724097
9804.000000;0.723790
9803.000000;0.723572
9802.000000;0.723591
9801.000000;0.723656
9800.000000;0.723470
9799.000000;0.722944
9798.000000;0.722250
9797.000000;0.721679
9796.000000;0.721452
9795.000000;0.721565
9794.000000;0.721757
9793.000000;0.721729
9792.000000;0.721445
9791.000000;0.721126
9790.000000;0.720939
9789.000000;0.720814
9788.000000;0.720623
9787.000000;0.720388
9786.000000;0.720210
9785.000000;0.720107
9784.000000;0.720012
9783.000000;0.719908
9782.000000;0.719867
9781.000000;0.720007
9780.000000;0.720398
9779.000000;0.720925
9778.000000;0.721259
9777.000000;0.721131
9776.000000;0.720666
9775.000000;0.720308
9774.000000;0.720318
9773.000000;0.720510
9772.000000;0.720559
9771.000000;0.720421
9770.000000;0.720321
9769.000000;0.720459
9768.000000;0.720845
9767.000000;0.721313
9766.000000;0.721575
9765.000000;0.721365
9764.000000;0.720719
9763.000000;0.720019
9762.000000;0.719609
9761.000000;0.719432
9760.000000;0.719178
9759.000000;0.718712
9758.000000;0.718207
9757.000000;0.717883
9756.000000;0.717779
9755.000000;0.717784
9754.000000;0.717774
9753.000000;0.717708
9752.000000;0.717643
9751.000000;0.717656
9750.000000;0.717710
9749.000000;0.717698
9748.000000;0.717670
9747.000000;0.717871
9746.000000;0.718404
9745.000000;0.718962
9744.000000;0.719090
9743.000000;0.718709
9742.000000;0.718192
9741.000000;0.717916
9740.000000;0.717891
9739.000000;0.717879
9738.000000;0.717725
9737.000000;0.717488
9736.000000;0.717295
9735.000000;0.717150
9734.000000;0.716910
9733.000000;0.716479
9732.000000;0.716026
9731.000000;0.715915
9730.000000;0.716330
9729.000000;0.717019
9728.000000;0.717508
9727.000000;0.717546
9726.000000;0.717242
9725.000000;0.716824
9724.000000;0.716397
9723.000000;0.715981
9722.000000;0.715646
9721.000000;0.715541
9720.000000;0.715759
9719.000000;0.716185
9718.000000;0.716483
9717.000000;0.716326
9716.000000;0.715705
9715.000000;0.714985
9714.000000;0.714582
9713.000000;0.714613
9712.000000;0.714905
9711.000000;0.715250
9710.000000;0.715576
9709.000000;0.715888
9708.000000;0.716168
9707.000000;0.716379
9706.000000;0.716518
9705.000000;0.716617
9704.000000;0.716659
9703.000000;0.716493
9702.000000;0.715919
9701.000000;0.714951
9700.000000;0.713986
9699.000000;0.713528
9698.000000;0.713715
9697.000000;0.714203
9696.000000;0.714578
9695.000000;0.714728
9694.000000;0.714748
9693.000000;0.714669
9692.000000;0.714463
9691.000000;0.714227
9690.000000;0.714121
9689.000000;0.714158
9688.000000;0.714212
9687.000000;0.714205
9686.000000;0.714135
9685.000000;0.713932
9684.000000;0.713486
9683.000000;0.712885
9682.000000;0.712462
9681.000000;0.712481
9680.000000;0.712845
9679.000000;0.713207
9678.000000;0.713319
9677.000000;0.713211
9676.000000;0.713071
9675.000000;0.713034
9674.000000;0.713106
9673.000000;0.713200
9672.000000;0.713202
9671.000000;0.713047
9670.000000;0.712803
9669.000000;0.712670
9668.000000;0.712782
9667.000000;0.712996
9666.000000;0.712967
9665.000000;0.712542
9664.000000;0.711989
9663.000000;0.711722
9662.000000;0.711863
9661.000000;0.712208
9660.000000;0.712529
9659.000000;0.712700
9658.000000;0.712592
9657.000000;0.712121
9656.000000;0.711480
9655.000000;0.711078
9654.000000;0.711106
9653.000000;0.711358
9652.000000;0.711574
9651.000000;0.711745
9650.000000;0.711909
9649.000000;0.711884
9648.000000;0.711491
9647.000000;0.710937
9646.000000;0.710662
9645.000000;0.710830
9644.000000;0.711159
9643.000000;0.711272
9642.000000;0.711024
9641.000000;0.710524
9640.000000;0.710009
9639.000000;0.709741
9638.000000;0.709851
9637.000000;0.710197
9636.000000;0.710466
9635.000000;0.710467
9634.000000;0.710265
9633.000000;0.710032
9632.000000;0.709851
9631.000000;0.709688
9630.000000;0.709463
9629.000000;0.709165
9628.000000;0.708920
9627.000000;0.708908
9626.000000;0.709138
9625.000000;0.709383
9624.000000;0.709411
9623.000000;0.709232
9622.000000;0.709009
9621.000000;0.708801
9620.000000;0.708529
9619.000000;0.708167
9618.000000;0.707803
9617.000000;0.707525
9616.000000;0.707367
9615.000000;0.707361
9614.000000;0.707520
9613.000000;0.707742
9612.000000;0.707863
9611.000000;0.707821
9610.000000;0.707694
9609.000000;0.707581
9608.000000;0.707575
9607.000000;0.707805
9606.000000;0.708331
9605.000000;0.708915
9604.000000;0.709083
