Criado como novo conjunto de dados;"e0108.spp","-4289205.0 Secs"
cm-1;Abs
10000.000000;0.715413
9999.000000;0.715009
9998.000000;0.715157
9997.000000;0.715890
9996.000000;0.716564
9995.000000;0.716544
9994.000000;0.715748
9993.000000;0.714695
9992.000000;0.713853
9991.000000;0.713227
9990.000000;0.712469
9989.000000;0.711331
9988.000000;0.709942
9987.000000;0.708711
9986.000000;0.708064
9985.000000;0.708197
9984.000000;0.708936
9983.000000;0.709766
9982.000000;0.710075
9981.000000;0.709516
9980.000000;0.708268
9979.000000;0.706909
9978.000000;0.705992
9977.000000;0.705712
9976.000000;0.705988
9975.000000;0.706713
9974.000000;0.707692
9973.000000;0.708359
9972.000000;0.707975
9971.000000;0.706403
9970.000000;0.704473
9969.000000;0.703208
9968.000000;0.702811
9967.000000;0.702733
9966.000000;0.702598
9965.000000;0.702538
9964.000000;0.702585
9963.000000;0.702356
9962.000000;0.701679
9961.000000;0.701052
9960.000000;0.700978
9959.000000;0.701123
9958.000000;0.700689
9957.000000;0.699538
9956.000000;0.698444
9955.000000;0.698162
9954.000000;0.698630
9953.000000;0.699199
9952.000000;0.699304
9951.000000;0.698785
9950.000000;0.697840
9949.000000;0.696889
9948.000000;0.696298
9947.000000;0.696046
9946.000000;0.695757
9945.000000;0.695191
9944.000000;0.694576
9943.000000;0.694337
9942.000000;0.694535
9941.000000;0.694669
9940.000000;0.694072
9939.000000;0.692602
9938.000000;0.691004
9937.000000;0.690453
9936.000000;0.691472
9935.000000;0.693260
9934.000000;0.694311
9933.000000;0.693793
9932.000000;0.692221
9931.000000;0.690802
9930.000000;0.690336
9929.000000;0.690799
9928.000000;0.691626
9927.000000;0.692140
9926.000000;0.691883
9925.000000;0.690833
9924.000000;0.689359
9923.000000;0.687927
9922.000000;0.686866
9921.000000;0.686348
9920.000000;0.686395
9919.000000;0.686788
9918.000000;0.687161
9917.000000;0.687370
9916.000000;0.687620
9915.000000;0.688052
9914.000000;0.688341
9913.000000;0.687926
9912.000000;0.686646
9911.000000;0.684977
9910.000000;0.683620
9909.000000;0.682956
9908.000000;0.682875
9907.000000;0.682957
9906.000000;0.682777
9905.000000;0.682157
9904.000000;0.681210
9903.000000;0.680166
9902.000000;0.679195
9901.000000;0.678414
9900.000000;0.677963
9899.000000;0.677959
9898.000000;0.678325
9897.000000;0.678746
9896.000000;0.678888
9895.000000;0.678694
9894.000000;0.678447
9893.000000;0.678468
9892.000000;0.678717
9891.000000;0.678808
9890.000000;0.678504
9889.000000;0.678086
9888.000000;0.677995
9887.000000;0.678179
9886.000000;0.678054
9885.000000;0.677187
9884.000000;0.675794
9883.000000;0.674428
9882.000000;0.673398
9881.000000;0.672680
9880.000000;0.672186
9879.000000;0.671885
9878.000000;0.671746
9877.000000;0.671767
9876.000000;0.671999
9875.000000;0.672348
9874.000000;0.672469
9873.000000;0.672114
9872.000000;0.671557
9871.000000;0.671366
9870.000000;0.671675
9869.000000;0.671906
9868.000000;0.671358
9867.000000;0.669966
9866.000000;0.668399
9865.000000;0.667460
9864.000000;0.667457
9863.000000;0.668019
9862.000000;0.668449
9861.000000;0.668300
9860.000000;0.667720
9859.000000;0.667203
9858.000000;0.667009
9857.000000;0.666917
9856.000000;0.666591
9855.000000;0.666046
9854.000000;0.665647
9853.000000;0.665675
9852.000000;0.666063
9851.000000;0.666517
9850.000000;0.666747
9849.000000;0.666524
9848.000000;0.665687
9847.000000;0.664293
9846.000000;0.662738
9845.000000;0.661582
9844.000000;0.661173
9843.000000;0.661450
9842.000000;0.662047
9841.000000;0.662513
9840.000000;0.662503
9839.000000;0.662000
9838.000000;0.661419
9837.000000;0.661280
9836.000000;0.661626
9835.000000;0.661870
9834.000000;0.661362
9833.000000;0.660031
9832.000000;0.658331
9831.000000;0.656764
9830.000000;0.655661
9829.000000;0.655240
9828.000000;0.655500
9827.000000;0.656047
9826.000000;0.656356
9825.000000;0.656285
9824.000000;0.656096
9823.000000;0.655923
9822.000000;0.655520
9821.000000;0.654681
9820.000000;0.653622
9819.000000;0.652739
9818.000000;0.652180
9817.000000;0.651843
9816.000000;0.651636
9815.000000;0.651522
9814.000000;0.651423
9813.000000;0.651286
9812.000000;0.651154
9811.000000;0.651042
9810.000000;0.650846
9809.000000;0.650531
9808.000000;0.650301
9807.000000;0.650393
9806.000000;0.650736
9805.000000;0.651011
9804.000000;0.650982
9803.000000;0.650637
9802.000000;0.650074
9801.000000;0.649441
9800.000000;0.648939
9799.000000;0.648658
9798.000000;0.648389
9797.000000;0.647823
9796.000000;0.646974
9795.000000;0.646236
9794.000000;0.645936
9793.000000;0.645941
9792.000000;0.645808
9791.000000;0.645273
9790.000000;0.644561
9789.000000;0.644230
9788.000000;0.644652
9787.000000;0.645601
9786.000000;0.646400
9785.000000;0.646531
9784.000000;0.646056
9783.000000;0.645375
9782.000000;0.644733
9781.000000;0.644088
9780.000000;0.643349
9779.000000;0.642566
9778.000000;0.641895
9777.000000;0.641517
9776.000000;0.641522
9775.000000;0.641722
9774.000000;0.641677
9773.000000;0.641149
9772.000000;0.640468
9771.000000;0.640206
9770.000000;0.640448
9769.000000;0.640637
9768.000000;0.640198
9767.000000;0.639127
9766.000000;0.637863
9765.000000;0.636802
9764.000000;0.636105
9763.000000;0.635820
9762.000000;0.635942
9761.000000;0.636313
9760.000000;0.636631
9759.000000;0.636626
9758.000000;0.636235
9757.000000;0.635623
9756.000000;0.635045
9755.000000;0.634662
9754.000000;0.634472
9753.000000;0.634387
9752.000000;0.634313
9751.000000;0.634139
9750.000000;0.633767
9749.000000;0.633248
9748.000000;0.632813
9747.000000;0.632642
9746.000000;0.632637
9745.000000;0.632501
9744.000000;0.632010
9743.000000;0.631181
9742.000000;0.630289
9741.000000;0.629798
9740.000000;0.630048
9739.000000;0.630790
9738.000000;0.631179
9737.000000;0.630580
9736.000000;0.629325
9735.000000;0.628354
9734.000000;0.628132
9733.000000;0.628316
9732.000000;0.628484
9731.000000;0.628682
9730.000000;0.628987
9729.000000;0.628999
9728.000000;0.628245
9727.000000;0.626913
9726.000000;0.625729
9725.000000;0.625159
9724.000000;0.625061
9723.000000;0.625048
9722.000000;0.624835
9721.000000;0.624231
9720.000000;0.623190
9719.000000;0.622046
9718.000000;0.621403
9717.000000;0.621526
9716.000000;0.621977
9715.000000;0.622039
9714.000000;0.621457
9713.000000;0.620636
9712.000000;0.620201
9711.000000;0.620490
9710.000000;0.621368
9709.000000;0.622339
9708.000000;0.622851
9707.000000;0.622672
9706.000000;0.622058
9705.000000;0.621462
9704.000000;0.621047
9703.000000;0.620573
9702.000000;0.619801
9701.000000;0.618887
9700.000000;0.618222
9699.000000;0.617977
9698.000000;0.617964
9697.000000;0.617947
9696.000000;0.617920
9695.000000;0.617990
9694.000000;0.618108
9693.000000;0.618036
9692.000000;0.617568
9691.000000;0.616738
9690.000000;0.615825
9689.000000;0.615186
9688.000000;0.614977
9687.000000;0.614965
9686.000000;0.614724
9685.000000;0.614116
9684.000000;0.613507
9683.000000;0.613384
9682.000000;0.613838
9681.000000;0.614496
9680.000000;0.614868
9679.000000;0.614624
9678.000000;0.613690
9677.000000;0.612347
9676.000000;0.611190
9675.000000;0.610671
9674.000000;0.610613
9673.000000;0.610433
9672.000000;0.609931
9671.000000;0.609582
9670.000000;0.609872
9669.000000;0.610607
9668.000000;0.611125
9667.000000;0.611078
9666.000000;0.610716
9665.000000;0.610440
9664.000000;0.610322
9663.000000;0.610097
9662.000000;0.609460
9661.000000;0.608355
9660.000000;0.607096
9659.000000;0.606178
9658.000000;0.605870
9657.000000;0.605997
9656.000000;0.606172
9655.000000;0.606159
9654.000000;0.605920
9653.000000;0.605487
9652.000000;0.604973
9651.000000;0.604611
9650.000000;0.604512
9649.000000;0.604393
9648.000000;0.603816
9647.000000;0.602720
9646.000000;0.601517
9645.000000;0.600658
9644.000000;0.600328
9643.000000;0.600579
9642.000000;0.601386
9641.000000;0.602408
9640.000000;0.602972
9639.000000;0.602608
9638.000000;0.601492
9637.000000;0.600218
9636.000000;0.599277
9635.000000;0.598877
9634.000000;0.599039
9633.000000;0.599525
9632.000000;0.599799
9631.000000;0.599434
9630.000000;0.598645
9629.000000;0.598130
9628.000000;0.598260
9627.000000;0.598632
9626.000000;0.598614
9625.000000;0.598115
9624.000000;0.597590
9623.000000;0.597342
9622.000000;0.597133
9621.000000;0.596620
9620.000000;0.595985
9619.000000;0.595806
9618.000000;0.596276
9617.000000;0.596792
9616.000000;0.596552
9615.000000;0.595498
9614.000000;0.594383
9613.000000;0.593845
9612.000000;0.593684
9611.000000;0.593214
9610.000000;0.592161
9609.000000;0.590943
9608.000000;0.590143
9607.000000;0.589970
9606.000000;0.590293
9605.000000;0.590896
9604.000000;0.591556
9603.000000;0.592011
9602.000000;0.592047
9601.000000;0.591622
9600.000000;0.590884
9599.000000;0.590107
9598.000000;0.589603
9597.000000;0.589546
9596.000000;0.589808
9595.000000;0.590022
9594.000000;0.589917
9593.000000;0.589548
9592.000000;0.589159
9591.000000;0.588898
9590.000000;0.588724
9589.000000;0.588505
9588.000000;0.588096
9587.000000;0.587389
9586.000000;0.586453
9585.000000;0.585604
9584.000000;0.585181
9583.000000;0.585218
9582.000000;0.585411
9581.000000;0.585427
9580.000000;0.585188
9579.000000;0.584848
9578.000000;0.584589
9577.000000;0.584447
9576.000000;0.584281
9575.000000;0.583901
