Criado como novo conjunto de dados;"e0108.spp","-4247442.5 Secs"
cm-1;Abs
10000.000000;0.998951
9999.000000;0.998528
9998.000000;0.998554
9997.000000;0.998336
9996.000000;0.997348
9995.000000;0.995883
9994.000000;0.994721
9993.000000;0.994316
9992.000000;0.994547
9991.000000;0.995138
9990.000000;0.995912
9989.000000;0.996545
9988.000000;0.996478
9987.000000;0.995448
9986.000000;0.993953
9985.000000;0.992881
9984.000000;0.992776
9983.000000;0.993608
9982.000000;0.994963
9981.000000;0.996142
9980.000000;0.996325
9979.000000;0.995199
9978.000000;0.993500
9977.000000;0.992429
9976.000000;0.992363
9975.000000;0.992528
9974.000000;0.992090
9973.000000;0.991122
9972.000000;0.990253
9971.000000;0.989860
9970.000000;0.989984
9969.000000;0.990612
9968.000000;0.991446
9967.000000;0.991706
9966.000000;0.990849
9965.000000;0.989410
9964.000000;0.988476
9963.000000;0.988341
9962.000000;0.988296
9961.000000;0.987857
9960.000000;0.987440
9959.000000;0.987451
9958.000000;0.987377
9957.000000;0.986467
9956.000000;0.984971
9955.000000;0.984004
9954.000000;0.984181
9953.000000;0.984941
9952.000000;0.985334
9951.000000;0.985067
9950.000000;0.984539
9949.000000;0.984196
9948.000000;0.984127
9947.000000;0.984090
9946.000000;0.983682
9945.000000;0.982562
9944.000000;0.980755
9943.000000;0.978808
9942.000000;0.977560
9941.000000;0.977520
9940.000000;0.978359
9939.000000;0.979032
9938.000000;0.978582
9937.000000;0.977033
9936.000000;0.975469
9935.000000;0.975030
9934.000000;0.975795
9933.000000;0.976682
9932.000000;0.976468
9931.000000;0.974890
9930.000000;0.972730
9929.000000;0.970973
9928.000000;0.970076
9927.000000;0.969967
9926.000000;0.970437
9925.000000;0.971257
9924.000000;0.972059
9923.000000;0.972429
9922.000000;0.972264
9921.000000;0.971867
9920.000000;0.971610
9919.000000;0.971635
9918.000000;0.971914
9917.000000;0.972327
9916.000000;0.972575
9915.000000;0.972288
9914.000000;0.971468
9913.000000;0.970565
9912.000000;0.969869
9911.000000;0.969148
9910.000000;0.968287
9909.000000;0.967935
9908.000000;0.968774
9907.000000;0.970158
9906.000000;0.970397
9905.000000;0.968820
9904.000000;0.966825
9903.000000;0.966285
9902.000000;0.967374
9901.000000;0.968564
9900.000000;0.968492
9899.000000;0.967183
9898.000000;0.965502
9897.000000;0.964157
9896.000000;0.963427
9895.000000;0.963317
9894.000000;0.963605
9893.000000;0.963999
9892.000000;0.964438
9891.000000;0.965045
9890.000000;0.965675
9889.000000;0.965828
9888.000000;0.965175
